"mode","run","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","shift_distance","shift_direction","time_min"
"geographical","2026-07-01_geographical_g4","55HEV","55HEV_original","2020",TRUE,5.45366105450677,0,0,0,0,0,0,1,5.78695173789122,0,0,0,"S",22.5644747336706
"geographical","2026-07-01_geographical_g4","49NHC","49NHC_original","2020",TRUE,40.1037015821913,0,0,0,0,0,0,1,6.46511024994368,0,0,0,"S",10.6108184337616
"geographical","2026-07-01_geographical_g4","17SNB","17SNB_original","2020",TRUE,14.7435625246118,0,0,0,0,0,0,1,5.06927685142209,0,0,0,"S",5.90164555708567
"geographical","2026-07-01_geographical_g4","49NHC","49NHC_geographical_6000_N","2020",FALSE,16.0537696813103,-24.049931900881,24.0502023203215,-59.9693568225651,59.9700311230158,24.0502023203215,24.5426233913498,0.67321824641607,3.30977171810715,-3.15533853183653,-48.8056415103519,6000,"N",9.22949565251668
"geographical","2026-07-01_geographical_g4","55HEV","55HEV_geographical_6000_N","2020",FALSE,17.9977626864747,12.5441016319679,12.5514872440356,230.01249081297,230.147915658663,12.5514872440356,15.5430357764657,0.852404941422057,13.5974347633624,7.81048302547116,134.967136054211,6000,"N",16.9778855840365
"geographical","2026-07-01_geographical_g4","49NHC","49NHC_geographical_7000_N","2020",FALSE,10.4436006709331,-29.6601009112582,29.6602962388142,-73.9585119106043,73.9589989667819,29.6602962388142,30.2048663788469,0.469884381669058,2.82982648077069,-3.63528376917299,-56.2292618166049,7000,"N",9.53642620245616
"geographical","2026-07-01_geographical_g4","55HEV","55HEV_geographical_7000_N","2020",FALSE,14.9493272625612,9.49566620805439,9.51346123908563,174.115444893801,174.44174003487,9.51346123908563,12.3401187313922,0.863928130020348,12.321883495552,6.53493175766076,112.925285256346,7000,"N",17.1839955012004
"geographical","2026-07-01_geographical_g4","49NHC","49NHC_geographical_8000_N","2020",FALSE,6.12413434993146,-33.9795672322599,33.9798826004435,-84.72925413785,84.7300405195833,33.9798826004435,34.5444080782296,0.272157305594541,1.70100180119906,-4.76410844874462,-73.6895159488753,8000,"N",10.1423938353856
"geographical","2026-07-01_geographical_g4","55HEV","55HEV_geographical_8000_N","2020",FALSE,11.4338916238782,5.98023056937143,6.05450526272942,109.655339956075,111.017263489929,6.05450526272942,8.27001561940404,0.875658788804299,10.0493309322034,4.26237919431218,73.6549981297304,8000,"N",14.470921977361
"geographical","2026-07-01_geographical_g4","55HEV","55HEV_geographical_10000_N","2020",FALSE,6.33495681604254,0.881295761535772,1.80356291627255,16.1597090968367,33.0706822123119,1.80356291627255,2.73965226811432,0.910520753243252,6.27115496372788,0.484203225836663,8.36715507174953,10000,"N",16.1305811246236
"geographical","2026-07-01_geographical_g4","55HEV","55HEV_geographical_12000_N","2020",FALSE,2.87643218402487,-2.5772288704819,3.01461470446548,-47.2568581861562,55.2768988453046,3.01461470446548,4.45063003917964,0.82578543308078,3.19324225781182,-2.5937094800794,-44.8199604482023,12000,"N",15.8312919259071
"geographical","2026-07-01_geographical_g4","17SNB","17SNB_geographical_6000_S","2020",FALSE,16.3822024715435,1.63863994693172,3.28066349850658,11.1142740717944,22.2514978522327,3.28066349850658,4.12571563558584,0.724488988214913,5.13108329709186,0.0618064456697613,1.21923594787337,6000,"S",5.66286360820135
"geographical","2026-07-01_geographical_g4","49NHC","49NHC_geographical_6000_S","2020",FALSE,11.1860788334462,-28.9176227487451,28.9219964121683,-72.1071163206202,72.1180222052409,28.9219964121683,29.5315209538161,0.412770189883299,3.76661465896531,-2.69849559097837,-41.7393592166797,6000,"S",9.45836182832718
"geographical","2026-07-01_geographical_g4","17SNB","17SNB_geographical_7000_S","2020",FALSE,13.4668794071838,-1.27668311742804,3.16072133804278,-8.65925800020745,21.437975609806,3.16072133804278,4.10008113142233,0.672945706696575,4.4698723707335,-0.599404480688594,-11.8242601115866,7000,"S",6.29627145926158
"geographical","2026-07-01_geographical_g4","49NHC","49NHC_geographical_7000_S","2020",FALSE,7.62447980362985,-32.4792217785615,32.4831818248915,-80.988089620596,80.9979641363483,32.4831818248915,33.1423377825671,0.188638040992112,3.00964862712448,-3.4554616228192,-53.4478375345463,7000,"S",10.4200513720512
"geographical","2026-07-01_geographical_g4","17SNB","17SNB_geographical_8000_S","2020",FALSE,10.9178461524466,-3.82571637216526,4.43446326552299,-25.9483850377335,30.0772846326688,4.43446326552299,5.6315807838009,0.600874664155182,3.85787739762362,-1.21139945379847,-23.8968888325489,8000,"S",7.01037798325221
"geographical","2026-07-01_geographical_g4","49NHC","49NHC_geographical_8000_S","2020",FALSE,5.77427699569871,-34.3294245864926,34.3329441706024,-85.6016358393639,85.6104120469729,34.3329441706024,34.9907836765379,0.0378874526424151,2.27174169794591,-4.19336855199777,-64.8615165075383,8000,"S",9.65700437227885
"geographical","2026-07-01_geographical_g4","17SNB","17SNB_geographical_10000_S","2020",FALSE,7.61182388940996,-7.13173863520186,7.20566358285038,-48.3718817843154,48.873286702734,7.20566358285038,8.45106544534625,0.450709576013481,2.57012216666492,-2.49915468475717,-49.3000236129553,10000,"S",6.28701634804408
"geographical","2026-07-01_geographical_g4","49NHC","49NHC_geographical_10000_S","2020",FALSE,4.15006539510189,-35.9536361870894,35.9574343292878,-89.6516649801105,89.6611357821775,35.9574343292878,36.5824106386113,-0.206364675996924,1.03039586300437,-5.43471438693931,-84.0622073998917,10000,"S",9.78272738456726
"geographical","2026-07-01_geographical_g4","17SNB","17SNB_geographical_12000_S","2020",FALSE,4.7001457779752,-10.0434167466366,10.0766203404646,-68.1206915212716,68.3458989212644,10.0766203404646,11.2951464490524,0.0455303295756607,1.26319004030608,-3.80608681111601,-75.081454863691,12000,"S",6.70183629194895
