"mode","run","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","shift_distance","shift_direction","time_min"
"geographical","2026-07-01_geographical_g5","49UCP","49UCP_original","2020",TRUE,2.4560742805924,0,0,0,0,0,0,1,3.82757996727561,0,0,0,"S",16.9542972485224
"geographical","2026-07-01_geographical_g5","35VML","35VML_original","2020",TRUE,2.67966823635012,0,0,0,0,0,0,1,1.84453853359372,0,0,0,"S",13.281332329909
"geographical","2026-07-01_geographical_g5","20MMD","20MMD_original","2020",TRUE,31.1457616164047,0,0,0,0,0,0,1,5.18768663824733,0,0,0,"S",7.99496819575628
"geographical","2026-07-01_geographical_g5","20MMD","20MMD_geographical_6000_N","2020",FALSE,14.7195864577748,-16.42617515863,16.4264396711038,-52.7396804770321,52.7405297498065,16.4264396711038,16.796854182799,0.859099871250514,2.16206726494494,-3.0256193733024,-58.3230943633983,6000,"N",5.38523910840352
"geographical","2026-07-01_geographical_g5","20MMD","20MMD_geographical_7000_N","2020",FALSE,6.58993054068123,-24.5558310757235,24.555833842695,-78.8416458655156,78.8416547494579,24.555833842695,24.9499730638271,0.643408029437287,1.40359983688366,-3.78408680136367,-72.9436271933752,7000,"N",7.01048181851705
"geographical","2026-07-01_geographical_g5","20MMD","20MMD_geographical_8000_N","2020",FALSE,4.12811893943649,-27.0176426769682,27.0176501611261,-86.7458083373303,86.7458323667887,27.0176501611261,27.4418781726764,0.568509808468983,0.737995602598754,-4.44969103564858,-85.7740905713594,8000,"N",7.11605784893036
"geographical","2026-07-01_geographical_g5","20MMD","20MMD_geographical_10000_N","2020",FALSE,2.98437732056815,-28.1613842958366,28.1614152992521,-90.4180306864089,90.4181302293769,28.1614152992521,28.6205167119627,0.388902493067077,0.220661917228664,-4.96702472101867,-95.7464293312979,10000,"N",7.31881285111109
"geographical","2026-07-01_geographical_g5","20MMD","20MMD_geographical_6000_S","2020",FALSE,3.85970093538638,-27.2860606810184,27.2870420224628,-87.6076206357611,87.6107714382893,27.2870420224628,27.8091744162183,-0.183014991551725,0.726996925366792,-4.46068971288054,-85.9861056370126,6000,"S",5.81822736263275
"geographical","2026-07-01_geographical_g5","35VML","35VML_geographical_6000_S","2020",FALSE,17.352721035381,14.6730527990309,14.677315472642,547.569755090896,547.728829768622,14.677315472642,16.4897344759983,0.480597844345096,8.23470495778065,6.39016642418693,346.437133613954,6000,"S",11.2675878246625
"geographical","2026-07-01_geographical_g5","49UCP","49UCP_geographical_6000_S","2020",FALSE,1.95199380396618,-0.504080476626221,1.05780240862985,-20.5238286402574,43.0688280476073,1.05780240862985,1.84771386909638,0.914671214818034,4.37643282547932,0.548852858203705,14.3394223738287,6000,"S",13.3865479667981
