"mode","run","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","shift_distance","shift_direction","time_min"
"geographical","2026-07-01_geographical_g5","20MMD","20MMD_geographical_7000_S","2020",FALSE,3.7447755661082,-27.4009860502965,27.4031598064387,-87.9766126376059,87.9835919376112,27.4031598064387,27.8885048393969,0.0423953152662888,0.521502855520842,-4.66618378272649,-89.947294586455,7000,"S",7.17425123850505
"geographical","2026-07-01_geographical_g5","35VML","35VML_geographical_7000_S","2020",FALSE,15.5276792921056,12.8480110557555,12.8554461434007,479.462751450728,479.740214442018,12.8554461434007,14.5461504018257,0.532390095691602,7.62137644345058,5.77683790985686,313.186079046114,7000,"S",12.5904090603193
"geographical","2026-07-01_geographical_g5","49UCP","49UCP_geographical_7000_S","2020",FALSE,1.46157260231567,-0.994501678276736,1.18728130107069,-40.4915146962437,48.3406104795949,1.18728130107069,2.02611077713497,0.890290603445892,3.12862582608195,-0.698954141193661,-18.2609938177506,7000,"S",13.508820660909
"geographical","2026-07-01_geographical_g5","20MMD","20MMD_geographical_8000_S","2020",FALSE,3.84724241287248,-27.2985192035323,27.3001635346827,-87.6476213352699,87.6529008053009,27.3001635346827,27.7691642048155,0.276987363302711,0.402521862278178,-4.78516477596916,-92.2408215771843,8000,"S",8.05719035069148
"geographical","2026-07-01_geographical_g5","35VML","35VML_geographical_8000_S","2020",FALSE,14.2408302405736,11.5611620042235,11.5750139319936,431.440050950881,431.956977919009,11.5750139319936,13.1599197884135,0.552690569746433,7.1153590418943,5.27082050830058,285.752800080106,8000,"S",13.3330914497375
"geographical","2026-07-01_geographical_g5","49UCP","49UCP_geographical_8000_S","2020",FALSE,1.1424285612277,-1.31364571936471,1.49975879756369,-53.4855859102053,61.0632507906867,1.49975879756369,2.69295394710055,0.82679874732265,2.22076161644626,-1.60681835082935,-41.9800073301422,8000,"S",13.5177114168803
"geographical","2026-07-01_geographical_g5","35VML","35VML_geographical_10000_S","2020",FALSE,12.9492825133118,10.2696142769616,10.298406394826,383.242005023336,384.31647079017,10.298406394826,11.4227030656317,0.464030807598082,5.58280851266161,3.73826997906789,202.666949536945,10000,"S",13.9352952202161
"geographical","2026-07-01_geographical_g5","49UCP","49UCP_geographical_10000_S","2020",FALSE,0.993947775847063,-1.46212650474534,1.68695688152891,-59.531037652195,68.6850920942836,1.68695688152891,3.37461362984394,0.684272523369625,1.41098504910173,-2.41659491817388,-63.136366551055,10000,"S",12.8978452642759
"geographical","2026-07-01_geographical_g5","35VML","35VML_geographical_12000_S","2020",FALSE,7.88100947107413,5.20134123472401,5.2401899453915,194.103925410131,195.553683635441,5.2401899453915,5.78091621100075,0.502047248377468,2.8805990287127,1.03606049511898,56.1690892464264,12000,"S",11.9165921250979
"geographical","2026-07-01_geographical_g5","49UCP","49UCP_geographical_12000_S","2020",FALSE,1.33763153728151,-1.1184427433109,1.61403335464934,-45.5378223756786,65.7159829164463,1.61403335464934,3.3747824544689,0.597181430866462,1.44162021126973,-2.38595975600588,-62.335987135604,12000,"S",12.5300304849943
"geographical","2026-07-01_geographical_g5","35VML","35VML_geographical_15000_S","2020",FALSE,3.64546890810573,0.965800671755611,1.69301213145174,36.0418001995312,63.1799156509663,1.69301213145174,2.05844229481127,0.274394344990247,0.903949875593513,-0.940588658000205,-50.9931693412582,15000,"S",11.7934821804365
"geographical","2026-07-01_geographical_g5","49UCP","49UCP_geographical_15000_S","2020",FALSE,1.6397792492562,-0.816295031336202,1.81558338877192,-33.2357631764831,73.9221693382175,1.81558338877192,3.40365180527163,0.50535438049517,1.8363277635664,-1.99125220370921,-52.0237910307211,15000,"S",9.68663281599681
