"tile","band","increment","decrease","average_difference","avg_abs_diff","avg_differece_percent","avg_abs_diff_perc","correlation","std_dev","out_name","year"
"35VML","B08",0.1,"True",1.55301947301988,1.65560136877277,54.8235299657054,59.473508513024,0.773431131084304,1.27620711499027,"35VML_B08_10_D","2020"
"49NHC","B08",0.1,"True",-1.53017183496683,2.28669274728092,-4.53923748062702,6.65850393289208,0.922642648612967,2.7124041059177,"49NHC_B08_10_D","2020"
"32TMT","B02",0.15,"False",-0.0507311156688683,0.997091918925836,2.57804997926571,9.04490964408917,0.991843959047151,1.37657147062519,"32TMT_B02_15_I","2020"
"32UQU","B02",0.15,"False",3.25264037848799,3.29301882841265,42.7058764748161,45.7426484188754,0.973521270999422,2.47824410578823,"32UQU_B02_15_I","2020"
"33NTG","B02",0.15,"False",4.07475751714777,4.15031104753155,33.8747136721684,38.281587744459,0.989172507957123,2.71793445002525,"33NTG_B02_15_I","2020"
"34UFD","B02",0.15,"False",0.155921550481932,1.28050580499235,26.8782332788443,43.2045356600305,0.912164418334455,1.74470123220054,"34UFD_B02_15_I","2020"
"35VML","B02",0.15,"False",2.30851834666643,2.39988646357991,66.3669630771039,69.4463212526877,0.571378056376742,1.72373310522764,"35VML_B02_15_I","2020"
"49NHC","B02",0.15,"False",4.99789401396665,5.16475268505573,12.4573901783632,13.0611948739104,0.894011325357221,2.94731786542619,"49NHC_B02_15_I","2020"
"32TMT","B03",0.15,"False",0.855925426183989,1.03540877787029,7.5582228571078,9.38819096773321,0.993612504376649,1.1880778007178,"32TMT_B03_15_I","2020"
"32UQU","B03",0.15,"False",1.34670572848273,1.50285569114342,28.3970955068386,30.9470525232603,0.970683645907899,1.74698283479058,"32UQU_B03_15_I","2020"
"33NTG","B03",0.15,"False",-3.73558354932388,4.05977322211407,-11.5398968203876,33.1622628572036,0.984712378680647,3.60449656380718,"33NTG_B03_15_I","2020"
"34UFD","B03",0.15,"False",1.01484458486835,1.66471890041865,24.4588507105592,43.3818249198701,0.914078433063542,2.01607591642861,"34UFD_B03_15_I","2020"
"35VML","B03",0.15,"False",3.01166635075861,3.11895566022208,71.5434455503532,77.2061007700518,0.398020305948153,2.29442987777149,"35VML_B03_15_I","2020"
"49NHC","B03",0.15,"False",0.721810561970553,2.95988369889502,1.05780636190087,8.03547206582678,0.883966178654709,3.74894579111163,"49NHC_B03_15_I","2020"
"32TMT","B04",0.15,"False",0.108719778746998,0.777451766322594,-0.450078018043003,7.313733873994,0.993725816876717,1.17049853764517,"32TMT_B04_15_I","2020"
