"tile","band","increment","decrease","average_difference","avg_abs_diff","avg_difference_percent","avg_abs_diff_perc","correlation","std_dev","out_name","year"
"49UCP","B08",0,"True",0,0,0,0,1,0,"49UCP_original","2020"
"49UCP","B08",0.05,"False",0.567619213552971,1.7704636260833,52.7587528112868,68.6408163690118,0.86821063087232,2.47572727920788,"49UCP_B08_05_I","2020"
"49UCP","B08",0.05,"True",1.37538106714268,2.45318599372998,69.5696815630348,83.6195887263418,0.814470150706178,2.91333021614993,"49UCP_B08_05_D","2020"
"49UCP","B08",0.1,"False",4.7719598633228,5.27896130855923,98.5635397134756,104.629351643765,0.67636596817795,4.47880025186729,"49UCP_B08_10_I","2020"
"49UCP","B08",0.1,"True",5.01253090688035,5.6470611200133,103.060051528847,109.009194502895,0.618113892115707,4.63177296496038,"49UCP_B08_10_D","2020"
"49UCP","B08",0.15,"False",8.01461411063718,8.36670541792147,120.335722024295,123.181650427619,0.548872875204224,5.10838982291562,"49UCP_B08_15_I","2020"
"49UCP","B08",0.15,"True",8.42297502598311,8.99166076000041,122.409403910596,126.575511401856,0.440741423716589,5.49706929939286,"49UCP_B08_15_D","2020"
"49UCP","B08",0.2,"False",8.57048384521342,8.82784911801214,125.394646885792,127.472835857355,0.579582952675233,4.29120052517649,"49UCP_B08_20_I","2020"
"49UCP","B08",0.2,"True",10.6586124222575,10.7117468100781,133.63143041151,133.962131827647,0.657998321179879,4.17179817699036,"49UCP_B08_20_D","2020"
"49UCP","B08",0.25,"False",13.321609842386,13.8443139198903,136.431258366332,139.848085205977,0.0482887608189064,6.49066732065838,"49UCP_B08_25_I","2020"
"49UCP","B08",0.25,"True",10.3720031525087,10.50683713883,132.381773172499,133.316760118565,0.621438123213998,3.9807187717297,"49UCP_B08_25_D","2020"
