"tile","band","increment","decrease","mean_height","average_difference","avg_abs_diff","avg_difference_percent","avg_abs_diff_perc","correlation","std_dev","out_name","year"
"55HEV","B02-B03-B04-B05-B08-B8A-B11-B12",0,"True",7.70147693602089,0,0,0,0,1,0,"55HEV_original","2020"
"32TMT","B02-B03-B04-B05-B08-B8A-B11-B12",0,"True",16.8701341530419,0,0,0,0,1,0,"32TMT_original","2020"
"32TMT","B02-B03-B04-B05-B08-B8A-B11-B12",0.05,"False",16.8557854888894,-0.0143486641524496,0.585141229502321,1.20649384181325,5.48378527103222,0.994933461995281,1.04384879898228,"32TMT_B02-B03-B04-B05-B08-B8A-B11-B12_05_I","2020"
"55HEV","B02-B03-B04-B05-B08-B8A-B11-B12",0.05,"False",11.2183419638839,3.51686502786298,3.70241577821248,52.9879676503242,60.27046325751,0.89415615226172,3.1901005231731,"55HEV_B02-B03-B04-B05-B08-B8A-B11-B12_05_I","2020"
"32TMT","B04-B11-B12",0.05,"False",16.6190815150971,-0.251052637944733,0.698582119935733,-1.64424574787587,6.89529203758884,0.9946006483376,1.0537594762163,"32TMT_B04-B11-B12_05_I","2020"
"55HEV","B04-B11-B12",0.05,"False",11.5805898976107,3.87911296158978,4.16312804133972,38.3303249012181,55.4087365024844,0.901650981627191,3.89943604496144,"55HEV_B04-B11-B12_05_I","2020"
"32TMT","B02-B05-B08-B8A",0.05,"False",16.8210234463225,-0.0491107067193558,0.749785109320064,1.8027331917564,6.94889902836693,0.993674138859735,1.20431340338898,"32TMT_B02-B05-B08-B8A_05_I","2020"
"55HEV","B02-B05-B08-B8A",0.05,"False",10.5059279254754,2.80445098945448,3.17845944641469,30.605218869937,46.2611935941659,0.926936082084421,3.30847596925954,"55HEV_B02-B05-B08-B8A_05_I","2020"
"32TMT","B02",0.05,"False",17.0824434056584,0.212309252616565,0.661844920485201,1.81462157462106,6.43535970191554,0.995034895703393,1.01067808859546,"32TMT_B02_05_I","2020"
"55HEV","B02",0.05,"False",12.8781017438871,5.17662480786617,5.42786465537024,46.1063902523423,73.5786941614968,0.908198034034377,3.83104277771857,"55HEV_B02_05_I","2020"
"32TMT","B02-B03-B04",0.05,"False",16.645729604684,-0.224404548357829,0.739280945529664,-0.44473691020802,6.80481936599633,0.994366486623161,1.11170722317596,"32TMT_B02-B03-B04_05_I","2020"
"55HEV","B02-B03-B04",0.05,"False",9.36842183480321,1.66694489878232,2.37683017411037,11.3561049384495,50.2218295652626,0.947591776281229,2.71986461011896,"55HEV_B02-B03-B04_05_I","2020"
"32TMT","B02-B03-B04-B05-B08-B8A-B11-B12",0.05,"True",16.6225446941132,-0.247589458928693,0.913914187089271,1.23877449923912,7.57081117140008,0.992400127374026,1.38012682666253,"32TMT_B02-B03-B04-B05-B08-B8A-B11-B12_05_D","2020"
"55HEV","B02-B03-B04-B05-B08-B8A-B11-B12",0.05,"True",11.6884615723774,3.98698463635652,4.31294658642979,34.5450908589984,64.3080433124489,0.921581199834503,3.68705866480894,"55HEV_B02-B03-B04-B05-B08-B8A-B11-B12_05_D","2020"
"32TMT","B04-B11-B12",0.05,"True",16.4876647698278,-0.382469383214035,0.661816986386551,-2.74396883241695,5.89035800589489,0.994635705526995,1.05062482253516,"32TMT_B04-B11-B12_05_D","2020"
"55HEV","B04-B11-B12",0.05,"True",9.44754496858344,1.74606803256254,2.12423003643893,35.8406426101179,42.6103596315445,0.93866539501026,2.31779098917618,"55HEV_B04-B11-B12_05_D","2020"
"32TMT","B02-B05-B08-B8A",0.05,"True",16.5590410164348,-0.31109313660708,0.848075873316328,0.508736263744001,6.95926795505571,0.994439307770723,1.19836237896998,"32TMT_B02-B05-B08-B8A_05_D","2020"
"55HEV","B02-B05-B08-B8A",0.05,"True",10.5043526903208,2.80287575429989,3.09321176799566,45.9026626151662,54.2687362767609,0.889718935129505,3.08833813714013,"55HEV_B02-B05-B08-B8A_05_D","2020"
"32TMT","B02",0.05,"True",16.7094307242358,-0.160703428806112,0.777453411597427,0.793061082979616,7.1065460598762,0.994031364222134,1.16034089895535,"32TMT_B02_05_D","2020"
"55HEV","B02",0.05,"True",11.50406975799,3.80259282196916,4.02892452740375,41.599367397403,56.8713674812324,0.911382537235257,3.41120593430821,"55HEV_B02_05_D","2020"
"32TMT","B02-B03-B04",0.05,"True",16.5697420796025,-0.300392073439377,0.92738379423855,0.733368756164099,7.72823572052039,0.993852046098298,1.27533138845176,"32TMT_B02-B03-B04_05_D","2020"
"55HEV","B02-B03-B04",0.05,"True",11.9279658715906,4.22648893556971,4.45975097023431,42.5087996028821,67.5887968658683,0.907382754503005,3.43932628165566,"55HEV_B02-B03-B04_05_D","2020"
"32TMT","B02-B03-B04-B05-B08-B8A-B11-B12",0.1,"False",16.5915474227792,-0.278586730262616,0.925579994952119,0.451641349743728,8.03668665241015,0.993222063004754,1.29268655394783,"32TMT_B02-B03-B04-B05-B08-B8A-B11-B12_10_I","2020"
"55HEV","B02-B03-B04-B05-B08-B8A-B11-B12",0.1,"False",11.015540499172,3.31406356315114,3.54193228071083,56.0695161903839,61.2131292718712,0.900543851920063,2.94010807183295,"55HEV_B02-B03-B04-B05-B08-B8A-B11-B12_10_I","2020"
"32TMT","B04-B11-B12",0.1,"False",17.0000703199357,0.129936166893833,0.733769728401588,-0.355543987483233,6.78479480087034,0.994870973084976,1.09930789896194,"32TMT_B04-B11-B12_10_I","2020"
