"mode","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","wasserstein","q05_shift","q25_shift","q50_shift","q75_shift","q95_shift","shuffle_percentage","patch_size","time_min"
"shuffle","49UCP","49UCP_original","2020",TRUE,2.4560742805924,0,0,0,0,0,0,1,3.82757996727561,0,0,0,0,0,0,0,0,0,8,9.70241603453954
"shuffle","49UCP","49UCP_original","2020",TRUE,2.4560742805924,0,0,0,0,0,0,1,3.82757996727561,0,0,0,0,0,0,0,0,0,16,7.60544333855311
"shuffle","49UCP","49UCP_original","2020",TRUE,2.4560742805924,0,0,0,0,0,0,1,3.82757996727561,0,0,0,0,0,0,0,0,0,32,8.18923777739207
"shuffle","49UCP","49UCP_original","2020",TRUE,2.4560742805924,0,0,0,0,0,0,1,3.82757996727561,0,0,0,0,0,0,0,0,0,64,7.63009844621023
"shuffle","49UCP","49UCP_original","2020",TRUE,2.4560742805924,0,0,0,0,0,0,1,3.82757996727561,0,0,0,0,0,0,0,0,0,128,7.38911661307017
"shuffle","49UCP","49UCP_original","2020",TRUE,2.4560742805924,0,0,0,0,0,0,1,3.82757996727561,0,0,0,0,0,0,0,0,0,256,8.42473522424698
"shuffle","49NHC","49NHC_original","2020",TRUE,40.1037015821913,0,0,0,0,0,0,1,6.46511024994368,0,0,0,0,0,0,0,0,0,1,7.38574357827504
"shuffle","49NHC","49NHC_original","2020",TRUE,40.1037015821913,0,0,0,0,0,0,1,6.46511024994368,0,0,0,0,0,0,0,0,0,2,6.3361386458079
"shuffle","49NHC","49NHC_original","2020",TRUE,40.1037015821913,0,0,0,0,0,0,1,6.46511024994368,0,0,0,0,0,0,0,0,0,4,6.55094528595606
"shuffle","49NHC","49NHC_original","2020",TRUE,40.1037015821913,0,0,0,0,0,0,1,6.46511024994368,0,0,0,0,0,0,0,0,0,8,7.07447897990545
"shuffle","49NHC","49NHC_original","2020",TRUE,40.1037015821913,0,0,0,0,0,0,1,6.46511024994368,0,0,0,0,0,0,0,0,0,16,5.98586833079656
"shuffle","49NHC","49NHC_original","2020",TRUE,40.1037015821913,0,0,0,0,0,0,1,6.46511024994368,0,0,0,0,0,0,0,0,0,32,6.84405408700307
"shuffle","49NHC","49NHC_original","2020",TRUE,40.1037015821913,0,0,0,0,0,0,1,6.46511024994368,0,0,0,0,0,0,0,0,0,64,7.10165322621663
"shuffle","49NHC","49NHC_original","2020",TRUE,40.1037015821913,0,0,0,0,0,0,1,6.46511024994368,0,0,0,0,0,0,0,0,0,128,6.39302622079849
"shuffle","49NHC","49NHC_original","2020",TRUE,40.1037015821913,0,0,0,0,0,0,1,6.46511024994368,0,0,0,0,0,0,0,0,0,256,6.12468769947688
"shuffle","35VML","35VML_original","2020",TRUE,2.67966823635012,0,0,0,0,0,0,1,1.84453853359372,0,0,0,0,0,0,0,0,0,1,9.72164653937022
"shuffle","35VML","35VML_original","2020",TRUE,2.67966823635012,0,0,0,0,0,0,1,1.84453853359372,0,0,0,0,0,0,0,0,0,2,9.20788297653198
"shuffle","35VML","35VML_original","2020",TRUE,2.67966823635012,0,0,0,0,0,0,1,1.84453853359372,0,0,0,0,0,0,0,0,0,4,9.94153034289678
"shuffle","35VML","35VML_original","2020",TRUE,2.67966823635012,0,0,0,0,0,0,1,1.84453853359372,0,0,0,0,0,0,0,0,0,8,8.09720196326574
"shuffle","35VML","35VML_original","2020",TRUE,2.67966823635012,0,0,0,0,0,0,1,1.84453853359372,0,0,0,0,0,0,0,0,0,16,8.07184226910273
"shuffle","35VML","35VML_original","2020",TRUE,2.67966823635012,0,0,0,0,0,0,1,1.84453853359372,0,0,0,0,0,0,0,0,0,32,7.84099971055984
"shuffle","35VML","35VML_original","2020",TRUE,2.67966823635012,0,0,0,0,0,0,1,1.84453853359372,0,0,0,0,0,0,0,0,0,64,7.47273638248444
"shuffle","35VML","35VML_original","2020",TRUE,2.67966823635012,0,0,0,0,0,0,1,1.84453853359372,0,0,0,0,0,0,0,0,0,128,8.50995618104935
"shuffle","35VML","35VML_original","2020",TRUE,2.67966823635012,0,0,0,0,0,0,1,1.84453853359372,0,0,0,0,0,0,0,0,0,256,8.15444415012995
"shuffle","34UFD","34UFD_original","2020",TRUE,3.80623993692356,0,0,0,0,0,0,1,3.29873258176482,0,0,0,0,0,0,0,0,0,1,13.4640968441963
"shuffle","34UFD","34UFD_original","2020",TRUE,3.80623993692356,0,0,0,0,0,0,1,3.29873258176482,0,0,0,0,0,0,0,0,0,2,13.243184864521
"shuffle","34UFD","34UFD_original","2020",TRUE,3.80623993692356,0,0,0,0,0,0,1,3.29873258176482,0,0,0,0,0,0,0,0,0,4,13.7446956713994
"shuffle","34UFD","34UFD_original","2020",TRUE,3.80623993692356,0,0,0,0,0,0,1,3.29873258176482,0,0,0,0,0,0,0,0,0,8,13.4858917117119
"shuffle","34UFD","34UFD_original","2020",TRUE,3.80623993692356,0,0,0,0,0,0,1,3.29873258176482,0,0,0,0,0,0,0,0,0,16,12.2224910815557
"shuffle","34UFD","34UFD_original","2020",TRUE,3.80623993692356,0,0,0,0,0,0,1,3.29873258176482,0,0,0,0,0,0,0,0,0,32,14.6027936021487
"shuffle","34UFD","34UFD_original","2020",TRUE,3.80623993692356,0,0,0,0,0,0,1,3.29873258176482,0,0,0,0,0,0,0,0,0,64,13.2620376149813
"shuffle","34UFD","34UFD_original","2020",TRUE,3.80623993692356,0,0,0,0,0,0,1,3.29873258176482,0,0,0,0,0,0,0,0,0,128,14.1570794741313
"shuffle","34UFD","34UFD_original","2020",TRUE,3.80623993692356,0,0,0,0,0,0,1,3.29873258176482,0,0,0,0,0,0,0,0,0,256,12.9659181316694
