mode,tile,out_name,year,original,mean_height,mean_change,mean_abs_change,relative_mean_change,relative_mean_abs_change,mae,rmse,correlation,SD,sd_change,relative_sd_change,wasserstein,q05_shift,q25_shift,q50_shift,q75_shift,q95_shift,shuffle_percentage,patch_size
shuffle,32TMT,32TMT_shuffle_15.0_128x128_ST512,2020,FALSE,15.2328470849554,-0.759035422500352,1.43078224725332,-4.74637943435661,8.94692820927282,1.43078224725332,2.99325391925712,0.95550018876264,9.03811998064819,-0.72697681153306,-7.44464521964737,0.855232116262632,0,0,0,-2,-1,15,128
shuffle,32UQU,32UQU_shuffle_15.0_128x128_ST512,2020,FALSE,8.16019128345166,-1.27223835437947,1.63946752254702,-13.4879177818284,17.3811794574276,1.63946752254702,3.89907436851342,0.902389196380331,7.63148630474434,-0.91925536237538,-10.7505921493361,1.27223835437909,0,-1,-1,-3,-2,15,128
shuffle,33NTG,33NTG_shuffle_15.0_128x128_ST512,2020,FALSE,21.3513492040585,-0.928643220626391,1.55604248446199,-4.168058960368,6.98403506967974,1.55604248446199,4.95184075850359,0.952224082154101,15.7390704481822,0.00774864146483978,0.0492561372785029,0.943860401227428,0,0,-2,0,0,15,128
shuffle,32TMT,32TMT_shuffle_20.0_128x128_ST512,2020,FALSE,14.8944247327673,-1.09745777468842,2.0517567888931,-6.86259278216156,12.8299891394057,2.0517567888931,3.76921450373866,0.930154644715548,8.69931981471864,-1.06577697746261,-10.9141465788231,1.24278107652893,0,0,0,-3,-2,20,128
shuffle,32UQU,32UQU_shuffle_20.0_128x128_ST512,2020,FALSE,7.65530532978148,-1.77712430804966,2.270927922977,-18.8405784753703,24.0757472906966,2.270927922977,4.72796224568368,0.858853845557642,7.2332909234175,-1.31745074370222,-15.4074441140963,1.77712430804964,0,-1,-1,-5,-3,20,128
shuffle,33NTG,33NTG_shuffle_20.0_128x128_ST512,2020,FALSE,20.9519320528592,-1.32806037182573,2.24682919676668,-5.96077568838989,10.0845150839339,2.24682919676668,5.99646763771812,0.930876697308062,15.7227226530059,-0.00859915371145092,-0.0546626266826416,1.35039098576929,0,0,-3,0,0,20,128
shuffle,32TMT,32TMT_shuffle_25.0_128x128_ST512,2020,FALSE,14.570405827937,-1.42147667951878,2.63698694327679,-8.88873888897107,16.4895342499382,2.63698694327679,4.46484370223547,0.902304135945428,8.37248011720625,-1.39261667497499,-14.2611661165513,1.61544081537291,0,1,-1,-4,-2,25,128
shuffle,32UQU,32UQU_shuffle_25.0_128x128_ST512,2020,FALSE,7.20987809999185,-2.22255153783928,2.82619756570228,-23.5628742877146,29.9625618660022,2.82619756570228,5.40526345910344,0.817424479660329,6.86206635106957,-1.68867531605015,-19.7488753816951,2.22255153784035,0,-1,-1,-5,-4,25,128
shuffle,33NTG,33NTG_shuffle_25.0_128x128_ST512,2020,FALSE,20.5628299630222,-1.71716246166272,2.94304844633101,-7.70719499778734,13.20937812829,2.94304844633101,6.97472600012781,0.90743527656269,15.6906984414745,-0.0406233652428867,-0.258232370693353,1.74709931516898,0,0,-4,-1,0,25,128
shuffle,32TMT,32TMT_shuffle_30.0_128x128_ST512,2020,FALSE,14.5806209213859,-1.41126158606984,2.63397550336961,-8.82486214747939,16.4707031967099,2.63397550336961,4.48026845911372,0.9012415247574,8.38054382605679,-1.38455296612446,-14.1785892714658,1.60298498210939,0,1,-1,-3,-2,30,128
shuffle,32UQU,32UQU_shuffle_30.0_128x128_ST512,2020,FALSE,7.35219021927588,-2.08018524496268,2.7766691845116,-22.0536730418482,29.4376447909535,2.7766691845116,5.29038579113323,0.822452492241535,6.99073769300681,-1.56022568122079,-18.2461976848512,2.08018524496151,0,-1,-1,-5,-4,30,128
shuffle,33NTG,33NTG_shuffle_30.0_128x128_ST512,2020,FALSE,20.5586335996606,-1.72135882502437,2.96557295792435,-7.72602966918966,13.3104756114669,2.96557295792435,7.00294015325939,0.906692915553286,15.6954049980658,-0.0359168086515709,-0.228313990984751,1.75088006475643,0,0,-4,-1,0,30,128
shuffle,32TMT,32TMT_shuffle_50.0_128x128_ST512,2020,FALSE,13.7522137143234,-2.24081905435289,4.7197907106992,-14.0112203030167,29.5115428009584,4.7197907106992,6.87529261401599,0.747305553978839,7.67528523143665,-2.09008678150394,-21.4030431071572,2.50249363827339,0,1,-1,-6,-4,50,128
shuffle,32UQU,32UQU_shuffle_50.0_128x128_ST512,2020,FALSE,6.55513321957581,-2.87726096105643,4.38595086799586,-30.5040364721438,46.4988080863036,4.38595086799586,7.09814535996592,0.65632544143817,6.3082220682107,-2.24258165069269,-26.2265597996944,2.87726146280051,0,-1,-1,-7,-5,50,128
shuffle,33NTG,33NTG_shuffle_50.0_128x128_ST512,2020,FALSE,19.3291918233408,-2.9508006013441,5.39177859536106,-13.2441723726745,24.2000916902794,5.39177859536106,9.8964623487351,0.817932755671751,15.5731108553353,-0.158210951382124,-1.00570666169048,3.00286116995305,0,-1,-9,-1,0,50,128
shuffle,32TMT,32TMT_shuffle_65.0_128x128_ST512,2020,FALSE,13.1365306240785,-2.85535188337723,5.69120288444248,-17.8550078894464,35.5880733977949,5.69120288444248,7.84825184177149,0.664377057010636,6.90632343370044,-2.8587733584808,-29.2754226539749,3.2488976747552,-1,1,-2,-7,-6,65,128
shuffle,32UQU,32UQU_shuffle_65.0_128x128_ST512,2020,FALSE,5.55522007172075,-3.87716217994993,5.21720487855314,-41.1048033943196,55.3116353785287,5.21720487855314,8.03407655908022,0.570265895424974,5.29521437460168,-3.25557536014489,-38.0733880861986,3.87716217994757,0,-2,-2,-8,-9,65,128
shuffle,33NTG,33NTG_shuffle_65.0_128x128_ST512,2020,FALSE,18.9159445963603,-3.36404782832468,6.50737285885902,-15.0989630705507,29.2072489739683,6.50737285885902,11.1155316878009,0.770227182194262,15.5193316776721,-0.211990129045303,-1.34756717617194,3.42547409133913,0,-1,-10,-1,-1,65,128
shuffle,32TMT,32TMT_shuffle_80.0_128x128_ST512,2020,FALSE,12.8240032702728,-3.167879237183,6.63227906493606,-19.8092953453483,41.4727850948376,6.63227906493606,8.83620185833737,0.550325821207888,6.62522569217854,-3.13987110000271,-32.1540192260742,3.5723185444167,-1,1,-2,-8,-6,80,128
shuffle,32UQU,32UQU_shuffle_80.0_128x128_ST512,2020,FALSE,5.30557993862525,-4.12684969920589,5.7602581817598,-43.7517146446989,61.0686578424803,5.7602581817598,8.58611893748313,0.486305461189176,5.08918402200404,-3.46155764511568,-40.4825426831272,4.12684969920321,0,-2,-2,-9,-10,80,128
shuffle,33NTG,33NTG_shuffle_80.0_128x128_ST512,2020,FALSE,19.0275257750139,-3.25254515092384,7.73856139000961,-14.5984506141645,34.7331093143004,7.73856139000961,12.363379641668,0.701620174478734,15.1146383215163,-0.616716011947601,-3.92029827105043,3.31680280199204,0,0,-9,-2,-1,80,128
shuffle,32TMT,32TMT_shuffle_100.0_128x128_ST512,2020,FALSE,12.5917034108902,-3.40049212884498,8.66479491189551,-21.2634476635551,54.1813967342161,8.66479491189551,10.9367620917843,0.238391996834398,6.58349761353087,-3.18169598539312,-32.5820062158697,3.7080951138532,-1,1,-2,-8,-7,100,128
shuffle,32UQU,32UQU_shuffle_100.0_128x128_ST512,2020,FALSE,5.15414120544775,-4.27828843238338,6.91313913775422,-45.3572260451775,73.2911816275557,6.91313913775422,9.62812839617453,0.272234723707513,4.91636358035386,-3.63437808676586,-42.5036590772141,4.27828843238419,0,-2,-2,-9,-10,100,128
shuffle,33NTG,33NTG_shuffle_100.0_128x128_ST512,2020,FALSE,18.4475722962724,-3.83242012841255,9.91928408622121,-17.2011733907344,44.5210388636902,9.91928408622121,14.6488176448433,0.587848216500912,15.4075467577407,-0.32377504897668,-2.05815539822233,3.90492420344307,0,-1,-12,-2,-1,100,128
shuffle,32TMT,32TMT_shuffle_2.5_256x256_ST512,2020,FALSE,15.9918825074558,0,0,0,0,0,0,1,9.76509679218125,0,0,0,0,0,0,0,0,2.5,256
shuffle,32UQU,32UQU_shuffle_2.5_256x256_ST512,2020,FALSE,9.43242963783114,0,0,0,0,0,0,1,8.55074166711972,0,0,0,0,0,0,0,0,2.5,256
shuffle,33NTG,33NTG_shuffle_2.5_256x256_ST512,2020,FALSE,22.2799924246849,0,0,0,0,0,0,1,15.7313218067174,0,0,0,0,0,0,0,0,2.5,256
shuffle,32TMT,32TMT_shuffle_5.0_256x256_ST512,2020,FALSE,15.9918825074558,0,0,0,0,0,0,1,9.76509679218125,0,0,0,0,0,0,0,0,5,256
shuffle,32UQU,32UQU_shuffle_5.0_256x256_ST512,2020,FALSE,9.43242963783114,0,0,0,0,0,0,1,8.55074166711972,0,0,0,0,0,0,0,0,5,256
shuffle,33NTG,33NTG_shuffle_5.0_256x256_ST512,2020,FALSE,22.2799924246849,0,0,0,0,0,0,1,15.7313218067174,0,0,0,0,0,0,0,0,5,256
shuffle,32TMT,32TMT_shuffle_10.0_256x256_ST512,2020,FALSE,15.9918825074558,0,0,0,0,0,0,1,9.76509679218125,0,0,0,0,0,0,0,0,10,256
shuffle,32UQU,32UQU_shuffle_10.0_256x256_ST512,2020,FALSE,9.43242963783114,0,0,0,0,0,0,1,8.55074166711972,0,0,0,0,0,0,0,0,10,256
shuffle,33NTG,33NTG_shuffle_10.0_256x256_ST512,2020,FALSE,22.2799924246849,0,0,0,0,0,0,1,15.7313218067174,0,0,0,0,0,0,0,0,10,256
shuffle,32TMT,32TMT_shuffle_15.0_256x256_ST512,2020,FALSE,15.9918825074558,0,0,0,0,0,0,1,9.76509679218125,0,0,0,0,0,0,0,0,15,256
shuffle,32UQU,32UQU_shuffle_15.0_256x256_ST512,2020,FALSE,9.43242963783114,0,0,0,0,0,0,1,8.55074166711972,0,0,0,0,0,0,0,0,15,256
shuffle,33NTG,33NTG_shuffle_15.0_256x256_ST512,2020,FALSE,22.2799924246849,0,0,0,0,0,0,1,15.7313218067174,0,0,0,0,0,0,0,0,15,256
shuffle,32TMT,32TMT_shuffle_20.0_256x256_ST512,2020,FALSE,15.9918825074558,0,0,0,0,0,0,1,9.76509679218125,0,0,0,0,0,0,0,0,20,256
shuffle,32UQU,32UQU_shuffle_20.0_256x256_ST512,2020,FALSE,9.43242963783114,0,0,0,0,0,0,1,8.55074166711972,0,0,0,0,0,0,0,0,20,256
shuffle,33NTG,33NTG_shuffle_20.0_256x256_ST512,2020,FALSE,22.2799924246849,0,0,0,0,0,0,1,15.7313218067174,0,0,0,0,0,0,0,0,20,256
shuffle,32TMT,32TMT_shuffle_25.0_256x256_ST512,2020,FALSE,15.9918825074558,0,0,0,0,0,0,1,9.76509679218125,0,0,0,0,0,0,0,0,25,256
shuffle,32UQU,32UQU_shuffle_25.0_256x256_ST512,2020,FALSE,9.43242963783114,0,0,0,0,0,0,1,8.55074166711972,0,0,0,0,0,0,0,0,25,256
