"mode","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","wasserstein","q05_shift","q25_shift","q50_shift","q75_shift","q95_shift","shuffle_percentage","patch_size","time_min"
"shuffle","10TES","10TES_original","2020",TRUE,21.6535428058439,0,0,0,0,0,0,1,8.32633410923009,0,0,0,0,0,0,0,0,0,128,26.1846863826116
"shuffle","10TES","10TES_original","2020",TRUE,21.6535428058439,0,0,0,0,0,0,1,8.32633410923009,0,0,0,0,0,0,0,0,0,256,23.4439217130343
"shuffle","10TES","10TES_shuffle_2.5_  1x  1_ST512","2020",FALSE,21.9583530722197,0.304810266375782,0.647479299631217,1.40766926275694,2.99017719842351,0.647479299631217,1.07652779401784,0.993403636130036,7.87847791114522,-0.447856198084868,-5.37879206154364,0.392182264453109,1,1,0,0,0,2.5,1,28.6990464051565
"shuffle","17SNB","17SNB_shuffle_2.5_  1x  1_ST512","2020",FALSE,16.0218651520747,1.27830262746291,1.42332234771442,8.67024252333181,9.65385635485609,1.42332234771442,1.92188769073195,0.95940729321025,4.73831866759585,-0.330958183826239,-6.52870603690535,1.293644756039,2,2,2,1,0,2.5,1,5.56982487440109
"shuffle","20MMD","20MMD_shuffle_2.5_  1x  1_ST512","2020",FALSE,30.8579678194548,-0.287793796949963,0.46960337630529,-0.924022345301645,1.50776013150356,0.46960337630529,0.842707132070945,0.988396555872029,5.20753884848834,0.0198522102410115,0.382679441249338,0.294426777683307,-1,-1,0,0,0,2.5,1,5.13702704509099
"shuffle","10TES","10TES_shuffle_5.0_  1x  1_ST512","2020",FALSE,22.1617520950149,0.508209289170988,1.10258628728693,2.3470029534097,5.09194406279494,1.10258628728693,1.67027265797972,0.984561557916487,7.55948573735503,-0.766848371875059,-9.20991593437232,0.657039467436015,2,1,0,0,0,5,1,29.7348293781281
"shuffle","17SNB","17SNB_shuffle_5.0_  1x  1_ST512","2020",FALSE,17.0022895354926,2.25872701088079,2.43315607931553,15.3200897483918,16.5031760488946,2.43315607931553,3.10458969121712,0.907555953459066,4.52949016413898,-0.539786687283112,-10.6481990055778,2.27998579398681,2,3,3,2,0,5,1,4.99837791522344
"shuffle","20MMD","20MMD_shuffle_5.0_  1x  1_ST512","2020",FALSE,30.6162079689112,-0.529553647493501,0.77295354538225,-1.70024305077382,2.48172947222176,0.77295354538225,1.25887675352687,0.976126913813209,5.25020595539783,0.0625193171504979,1.20514829653666,0.537202456803881,-1,-1,0,0,-1,5,1,5.28259625434876
"shuffle","10TES","10TES_shuffle_10.0_  1x  1_ST512","2020",FALSE,22.3845225292396,0.730979723395738,1.75229608355911,3.37579734618974,8.09242210048972,1.75229608355911,2.52062500428228,0.962577866012796,7.16179971689585,-1.16453439233424,-13.9861597800081,0.97210918277595,3,2,0,0,0,10,1,29.8103123307228
"shuffle","17SNB","17SNB_shuffle_10.0_  1x  1_ST512","2020",FALSE,18.3406325016151,3.59706997700327,3.82478556071766,24.3975631466179,25.9420716962596,3.82478556071766,4.69714653791408,0.804267591308664,4.29860329208299,-0.770673559339108,-15.2028303430086,3.61561401437678,4,5,5,3,1,10,1,5.24225239753723
"shuffle","20MMD","20MMD_shuffle_10.0_  1x  1_ST512","2020",FALSE,30.2372240508496,-0.90853756555514,1.23715465153744,-2.91705040558907,3.97214448236778,1.23715465153744,1.9196733199205,0.948961192811719,5.35033332228771,0.162646684040379,3.13524496335671,0.917574761153007,-2,-2,-1,0,-1,10,1,5.96154955625534
"shuffle","10TES","10TES_shuffle_15.0_  1x  1_ST512","2020",FALSE,22.458946511369,0.805403705525094,2.19514129109109,3.71950083525238,10.1375618335244,2.19514129109109,3.08986001258873,0.939457784197772,6.95152172133027,-1.37481238789982,-16.5116168756161,1.13108665422371,3,2,0,0,0,15,1,29.4825067281723
"shuffle","17SNB","17SNB_shuffle_15.0_  1x  1_ST512","2020",FALSE,19.1713282127388,4.42776568812698,4.70076249479523,30.0318575021172,31.8834914353171,4.70076249479523,5.6706590755378,0.722551598085906,4.18233765060773,-0.886939200814366,-17.4963653951066,4.43628776875523,5,6,6,4,1,15,1,5.78376714388529
"shuffle","20MMD","20MMD_shuffle_15.0_  1x  1_ST512","2020",FALSE,29.9616963302124,-1.18406528619236,1.58066452820886,-3.8016899402733,5.07505498718101,1.58066452820886,2.41590580815183,0.922464121094271,5.43589714451921,0.248210506271878,4.78460870095531,1.19543227178876,-3,-2,-1,0,-1,15,1,5.28569060961405
"shuffle","10TES","10TES_shuffle_20.0_  1x  1_ST512","2020",FALSE,22.447875156511,0.794332350667123,2.52771704567616,3.66837130436109,11.6734571720706,2.52771704567616,3.50538282286806,0.91715775408676,6.83283135599628,-1.49350275323381,-17.9370985314918,1.21692916767137,4,2,0,0,0,20,1,30.4886895616849
"shuffle","17SNB","17SNB_shuffle_20.0_  1x  1_ST512","2020",FALSE,19.7064536618443,4.96289113723253,5.27465945373048,33.6614107272095,35.7760171256123,5.27465945373048,6.29778402459721,0.661216359238477,4.10646543870638,-0.962811412715718,-18.9930722060607,4.96534754755975,5,6,6,4,2,20,1,5.6877673347791
"shuffle","20MMD","20MMD_shuffle_20.0_  1x  1_ST512","2020",FALSE,29.7460841602717,-1.39967745613308,1.85637610243395,-4.49395803310798,5.96028482236948,1.85637610243395,2.80746368496574,0.897783230388532,5.49539528587313,0.307708647625793,5.93151955935705,1.41306613111846,-3,-2,-1,-1,-1,20,1,5.45768810908
"shuffle","10TES","10TES_shuffle_25.0_  1x  1_ST512","2020",FALSE,22.3778116077347,0.724268801890862,2.79692323963232,3.34480508979526,12.9167003511199,2.79692323963232,3.83230217378644,0.895961478252617,6.76232941544161,-1.56400469378848,-18.7838329962608,1.27349734208096,4,1,-1,0,0,25,1,31.136183321476
"shuffle","17SNB","17SNB_shuffle_25.0_  1x  1_ST512","2020",FALSE,20.0676407220051,5.32407819739326,5.67158293940303,36.1112057449184,38.4681987812329,5.67158293940303,6.72640714572606,0.613761725854748,4.05023139835523,-1.01904545306687,-20.1023830998891,5.32484377052802,6,7,7,5,2,25,1,5.59537493785222
"shuffle","20MMD","20MMD_shuffle_25.0_  1x  1_ST512","2020",FALSE,29.5678397403447,-1.57792187606001,2.08715347640798,-5.06624912722927,6.70124398341463,2.08715347640798,3.13426913804132,0.874712574961698,5.54408931438091,0.356402676133579,6.8701658559313,1.59326016582862,-4,-2,-1,-1,-1,25,1,6.0735454082489
"shuffle","10TES","10TES_shuffle_30.0_  1x  1_ST512","2020",FALSE,22.2717346784683,0.618191872624454,3.02945461193848,2.85492253238863,13.9905725317193,3.02945461193848,4.10982459563119,0.875535554406177,6.72010676729314,-1.60622734193695,-19.2909306888896,1.32544572821937,5,1,-1,0,0,30,1,31.2609647472699
"shuffle","17SNB","17SNB_shuffle_30.0_  1x  1_ST512","2020",FALSE,20.3131248501219,5.56956232551009,5.95097303957611,37.776231600827,40.3631960026079,5.95097303957611,7.02231106670602,0.577190880545316,4.00129501968394,-1.06798183173815,-21.0677353602921,5.57012710165714,6,7,7,5,2,30,1,5.56586892604828
"shuffle","20MMD","20MMD_shuffle_30.0_  1x  1_ST512","2020",FALSE,29.4131194119886,-1.73264220441619,2.28935705250195,-5.56301119155677,7.35046097346397,2.28935705250195,3.41660285270598,0.853014800780464,5.58327271392042,0.39558607567309,7.62548132257154,1.74982981458504,-4,-2,-1,-1,-1,30,1,5.61386461655299
"shuffle","10TES","10TES_shuffle_50.0_  1x  1_ST512","2020",FALSE,21.645307984478,-0.00823482136591025,3.83527583642196,-0.0380299031883495,17.7120015454787,3.83527583642196,5.05027086538528,0.795062333364044,6.65353677537793,-1.67279733385216,-20.0904421070228,1.69435558244797,5,-1,-2,0,0,50,1,32.8459112842878
"shuffle","17SNB","17SNB_shuffle_50.0_  1x  1_ST512","2020",FALSE,20.6835747476648,5.94001222305294,6.46661641398803,40.2888529358974,43.8606096945236,6.46661641398803,7.56101267346563,0.474452884432159,3.80950643937704,-1.25977041204505,-24.8510872254224,5.94279900929915,7,8,7,5,2,50,1,5.88193174997966
"shuffle","20MMD","20MMD_shuffle_50.0_  1x  1_ST512","2020",FALSE,28.892954973873,-2.25280664253179,2.96420544830022,-7.23310821638478,9.51720328694402,2.96420544830022,4.32930881351473,0.772670569664289,5.68847305938476,0.500786421137428,9.65336682916181,2.27834623947754,-5,-3,-2,-1,-2,50,1,5.82682337760925
"shuffle","10TES","10TES_shuffle_65.0_  1x  1_ST512","2020",FALSE,21.1147462967382,-0.538796509105641,4.42255260781081,-2.4882602996505,20.4241525161289,4.42255260781081,5.73596412050817,0.730576697401604,6.6181374909198,-1.70819661831029,-20.5155906056746,2.13783327561193,6,-2,-3,0,0,65,1,33.8883850852648
"shuffle","17SNB","17SNB_shuffle_65.0_  1x  1_ST512","2020",FALSE,20.6797442467752,5.9361817221634,6.5879694154112,40.2628720992907,44.6837011367757,6.5879694154112,7.69302195394332,0.409493872818669,3.6745461528095,-1.39473069861259,-27.5134055505634,5.9464927473487,7,8,7,5,2,65,1,6.03796318769455
"shuffle","20MMD","20MMD_shuffle_65.0_  1x  1_ST512","2020",FALSE,28.5627768742523,-2.58298474215243,3.40171282202923,-8.29321425484727,10.9219124705479,3.40171282202923,4.9034172311066,0.715035207265551,5.76342030895753,0.575733670710194,11.0980811073952,2.61407481724187,-6,-4,-2,-2,-2,65,1,6.1297111471494
"shuffle","10TES","10TES_shuffle_80.0_  1x  1_ST512","2020",FALSE,20.6366552604673,-1.01688754537656,5.0504456231308,-4.69617168190196,23.3238766903667,5.0504456231308,6.47357943843577,0.654397338938598,6.5595861241441,-1.76674798508599,-21.2187976354141,2.62662974080541,6,-3,-4,-1,0,80,1,34.8109559059143
"shuffle","17SNB","17SNB_shuffle_80.0_  1x  1_ST512","2020",FALSE,20.588368449699,5.84480592508723,6.63574240594873,39.6431046792819,45.0077272360158,6.63574240594873,7.76705030487235,0.337766983381252,3.55600576458449,-1.5132710868376,-29.851813802852,5.86728741632256,7,8,7,5,2,80,1,6.25257757107417
"shuffle","20MMD","20MMD_shuffle_80.0_  1x  1_ST512","2020",FALSE,28.2839485149947,-2.86181310141001,3.80340124970434,-9.18845118207887,12.2116174153887,3.80340124970434,5.42893975313091,0.655352332784043,5.83486119638662,0.647174558139288,12.4752052941644,2.89643676578401,-6,-4,-2,-2,-3,80,1,6.19986755847931
"shuffle","10TES","10TES_shuffle_100.0_  1x  1_ST512","2020",FALSE,20.2592670889871,-1.39427571685676,6.09618575951186,-6.43901891417268,28.1532948865375,6.09618575951186,7.8063322112856,0.484331761187626,6.46780825577487,-1.85852585345522,-22.3210578517978,3.04061887857663,7,-3,-4,-1,0,100,1,35.7418271581332
"shuffle","17SNB","17SNB_shuffle_100.0_  1x  1_ST512","2020",FALSE,20.4544485663711,5.7108860417593,6.72253661431437,38.7347768371855,45.596419475227,6.72253661431437,7.96746006959638,0.196902252698313,3.48108185732914,-1.58819499409296,-31.3298137119384,5.74160272721452,7,7,7,5,1,100,1,6.33350178400675
"shuffle","20MMD","20MMD_shuffle_100.0_  1x  1_ST512","2020",FALSE,28.045315700613,-3.10044591579172,4.3613591930711,-9.95463188210717,14.0030584154151,4.3613591930711,6.14436639248409,0.54845547005112,5.89867710117441,0.710990462927076,13.7053471519491,3.13659916534173,-6,-4,-2,-2,-3,100,1,6.33980635007222
"shuffle","10TES","10TES_shuffle_2.5_  2x  2_ST512","2020",FALSE,21.5106472663367,-0.142895539507215,0.376387082638033,-0.659917597727474,1.7382240218744,0.376387082638033,0.729589351953124,0.996304012949374,8.27661446518211,-0.0497196440479772,-0.59713726828306,0.148484553601851,0,0,0,0,0,2.5,2,26.7171219269435
"shuffle","17SNB","17SNB_shuffle_2.5_  2x  2_ST512","2020",FALSE,15.0352007039157,0.291638179303906,0.643408015165166,1.97807130276055,4.36399285512649,0.643408015165166,1.03931441126697,0.980508418934087,4.91468118705699,-0.154595664365106,-3.04965913080357,0.326968932125385,1,1,1,0,0,2.5,2,5.10846747557322
"shuffle","20MMD","20MMD_shuffle_2.5_  2x  2_ST512","2020",FALSE,30.9456744484684,-0.200087167936335,0.336831015883583,-0.642421817776154,1.08146662146856,0.336831015883583,0.691134078578419,0.99200286574781,5.24061053907983,0.052923900832492,1.02018307047113,0.200087167936349,-1,-1,0,0,0,2.5,2,5.07590899864833
"shuffle","10TES","10TES_shuffle_5.0_  2x  2_ST512","2020",FALSE,21.3727592599993,-0.280783545844553,0.644408777150936,-1.29670949628056,2.9759969670045,0.644408777150936,1.06128136329133,0.992425057156648,8.22938178740185,-0.0969523218282387,-1.16440585444155,0.290240578758652,0,0,0,0,0,5,2,27.5411226352056
"shuffle","17SNB","17SNB_shuffle_5.0_  2x  2_ST512","2020",FALSE,15.3007648916697,0.557202367057934,1.04381809723177,3.77929259721171,7.07982277342598,1.04381809723177,1.49308135744073,0.962150964076644,4.77555587504231,-0.29372097637978,-5.79413957825922,0.622212703915143,1,1,1,0,0,5,2,5.25349417924881
"shuffle","20MMD","20MMD_shuffle_5.0_  2x  2_ST512","2020",FALSE,30.757990263594,-0.387771352810702,0.564526725360911,-1.24502125710247,1.81253145231668,0.564526725360911,1.00310355142277,0.984614025398808,5.29248598752738,0.104799349280044,2.02015573776928,0.387771352810617,-1,-1,0,0,-1,5,2,5.062366771698
"shuffle","10TES","10TES_shuffle_10.0_  2x  2_ST512","2020",FALSE,21.1150473199948,-0.538495485849104,1.10837661734561,-2.48687011948814,5.1186848604122,1.10837661734561,1.64612757168719,0.982408768173789,8.13416884476185,-0.192165264468242,-2.30792161288866,0.555439006800725,0,-1,-1,0,-1,10,2,26.140155172348
"shuffle","17SNB","17SNB_shuffle_10.0_  2x  2_ST512","2020",FALSE,15.7443872642912,1.00082473967937,1.66430894557713,6.78821511428237,11.288377166637,1.66430894557713,2.2048927250358,0.922222042038926,4.54102777447571,-0.528249076946385,-10.4206002636884,1.11755645625569,1,2,2,1,-1,10,2,5.11228396097819
"shuffle","20MMD","20MMD_shuffle_10.0_  2x  2_ST512","2020",FALSE,30.4204954912533,-0.725266125151453,0.947412831646953,-2.32861900788918,3.04186760084859,0.947412831646953,1.53976112277768,0.967812658640674,5.39524524641603,0.207558608168696,4.00098584672455,0.725266125151505,-2,-1,0,0,-1,10,2,4.4443497856458
"shuffle","10TES","10TES_shuffle_15.0_  2x  2_ST512","2020",FALSE,20.8810032173635,-0.77253958848036,1.51009359840899,-3.56772836393251,6.97388696135878,1.51009359840899,2.16038331190843,0.970211338628384,8.03842086281151,-0.287913246418581,-3.45786324019135,0.804472268544833,0,-1,-1,0,-1,15,2,28.7299230058988
"shuffle","17SNB","17SNB_shuffle_15.0_  2x  2_ST512","2020",FALSE,16.0998004417332,1.35623791712142,2.1536601759316,9.19884807255649,14.6074612044167,2.1536601759316,2.7686143506771,0.879594360021531,4.35825472605708,-0.711022125365011,-14.0261056202828,1.50917123414232,2,2,2,1,-1,15,2,4.65155553817749
"shuffle","20MMD","20MMD_shuffle_15.0_  2x  2_ST512","2020",FALSE,30.1221321382239,-1.02362947818085,1.2792837594275,-3.28657712978094,4.10740881916237,1.2792837594275,2.01409604005029,0.948841718065431,5.49294772745007,0.305261089202736,5.88433940770695,1.02362947818094,-3,-1,-1,0,-1,15,2,4.6115670522054
"shuffle","10TES","10TES_shuffle_20.0_  2x  2_ST512","2020",FALSE,20.6678636003897,-0.985679205454122,1.86914250031699,-4.55204589056026,8.63204011037189,1.86914250031699,2.62413274119372,0.956396611470614,7.94179114810468,-0.384542961125406,-4.61839455492332,1.04292178109555,0,-1,-1,-1,-1,20,2,27.0837541460991
"shuffle","17SNB","17SNB_shuffle_20.0_  2x  2_ST512","2020",FALSE,16.3826778852255,1.63911536061372,2.54587380318038,11.1174986227209,17.2676976743612,2.54587380318038,3.21959171674104,0.837392968427825,4.20848191156575,-0.860794939856341,-16.980625937107,1.82096752256849,2,3,2,1,-1,20,2,4.5689940015475
"shuffle","20MMD","20MMD_shuffle_20.0_  2x  2_ST512","2020",FALSE,29.8669944555559,-1.27876716084889,1.56629562023416,-4.10575017107737,5.02892059447723,1.56629562023416,2.42035671688036,0.929625417220659,5.57646938742449,0.38878274917716,7.49433757834901,1.27876716084874,-4,-2,-1,-1,-1,20,2,4.62913490931193
"shuffle","10TES","10TES_shuffle_25.0_  2x  2_ST512","2020",FALSE,20.4693858836523,-1.18415692219157,2.20018929038122,-5.46865209452927,10.1608744126039,2.20018929038122,3.04886868234865,0.941352442808273,7.84139189166953,-0.484942217560559,-5.8241983951014,1.28412817385252,0,-2,-2,-1,-1,25,2,26.2571869095167
"shuffle","17SNB","17SNB_shuffle_25.0_  2x  2_ST512","2020",FALSE,16.6178815785205,1.87431905390865,2.87749118640874,12.712796183282,19.5169327739159,2.87749118640874,3.60158492283504,0.795012000420838,4.08276615502719,-0.986510696394909,-19.4605803807729,2.07556560657588,3,3,3,1,-1,25,2,4.45269723335902
"shuffle","20MMD","20MMD_shuffle_25.0_  2x  2_ST512","2020",FALSE,29.6395140281288,-1.50624758827598,1.82610192556213,-4.83612379375119,5.86308322799308,1.82610192556213,2.79082102671213,0.90949514891509,5.65037257744074,0.462685939193404,8.91892613139261,1.50624758827648,-4,-2,-1,-1,-1,25,2,5.60318074226379
"shuffle","10TES","10TES_shuffle_30.0_  2x  2_ST512","2020",FALSE,20.2851797813972,-1.36836302444669,2.50739850023145,-6.31934938645421,11.5796224327538,2.50739850023145,3.44399894132775,0.925172066503903,7.74298141304082,-0.583352696189266,-7.00611684009407,1.52920263658702,0,-2,-2,-1,-1,30,2,26.86092933019
"shuffle","17SNB","17SNB_shuffle_30.0_  2x  2_ST512","2020",FALSE,16.8117212182494,2.06815869363759,3.15247921168744,14.0275370364874,21.3820723887115,3.15247921168744,3.91955844108959,0.754673565427509,3.97953998120138,-1.08973687022071,-21.496890033043,2.28212385473122,3,3,3,1,-1,30,2,4.45790993372599
"shuffle","20MMD","20MMD_shuffle_30.0_  2x  2_ST512","2020",FALSE,29.4410104679866,-1.70475114841819,2.05530463439389,-5.47346110656764,6.59898659633785,2.05530463439389,3.11045919161448,0.890431683575717,5.71218497014705,0.524498331899719,10.1104474590416,1.70475446545003,-5,-2,-1,-1,-1,30,2,4.7226046760877
"shuffle","10TES","10TES_shuffle_50.0_  2x  2_ST512","2020",FALSE,19.6615100443501,-1.99203276149374,3.61158037704209,-9.1995696933073,16.6789352182471,3.61158037704209,4.82462030634907,0.850044914285543,7.35268494244003,-0.973649166790056,-11.6936115464154,2.44443005383786,2,-3,-4,-2,-1,50,2,27.0226647615433
"shuffle","17SNB","17SNB_shuffle_50.0_  2x  2_ST512","2020",FALSE,17.2703669754198,2.52680445080799,3.90537181373257,17.1383574803575,26.4886577257921,3.90537181373257,4.78691726685063,0.607954161914491,3.656606956858,-1.41266989456409,-27.8672863204895,2.77268602704624,4,4,4,2,-1,50,2,4.91574617226919
"shuffle","20MMD","20MMD_shuffle_50.0_  2x  2_ST512","2020",FALSE,28.8263304257352,-2.3194311906695,2.80427952146061,-7.44702030162538,9.00372755689357,2.80427952146061,4.13835728453377,0.815349278918586,5.88058156121682,0.692894922969486,13.3565300159221,2.32574165253905,-6,-3,-2,-1,-2,50,2,5.66119924783707
"shuffle","10TES","10TES_shuffle_65.0_  2x  2_ST512","2020",FALSE,19.2755436607482,-2.37799914509566,4.39047497104383,-10.9820326697481,20.2760121538122,4.39047497104383,5.7518749181156,0.780587599771267,7.0859287156332,-1.24040539359689,-14.8973771328951,3.05244527701176,4,-4,-4,-2,-1,65,2,28.2110281705856
"shuffle","17SNB","17SNB_shuffle_65.0_  2x  2_ST512","2020",FALSE,17.4246340070805,2.68107148246873,4.26042114629449,18.1846923224502,28.8968228620624,4.26042114629449,5.20310694554247,0.508194904452802,3.48354871763696,-1.58572813378514,-31.2811507491505,2.94156952848681,4,4,4,2,-1,65,2,5.26202985445658
"shuffle","20MMD","20MMD_shuffle_65.0_  2x  2_ST512","2020",FALSE,28.4954350554286,-2.65032656097613,3.25605300850644,-8.50942928806141,10.4542410893925,3.25605300850644,4.74420434040187,0.75872419299195,5.95181880694089,0.764132168693558,14.7297287206947,2.66277211539396,-7,-3,-2,-2,-2,65,2,4.88332181374232
"shuffle","10TES","10TES_shuffle_80.0_  2x  2_ST512","2020",FALSE,18.9598531153162,-2.69368969052771,5.18919438289665,-12.4399490405826,23.9646437048453,5.18919438289665,6.67926889578281,0.691801958226383,6.85946344242699,-1.4668706668031,-17.6172448470091,3.56678397265779,4,-4,-5,-2,-1,80,2,28.7627655426661
"shuffle","17SNB","17SNB_shuffle_80.0_  2x  2_ST512","2020",FALSE,17.4835287891065,2.73996626449473,4.53274132267223,18.5841533206159,30.7438674682975,4.53274132267223,5.53566075726326,0.4059725547071,3.35176813100229,-1.7175087204198,-33.8807441526494,3.01674351967194,5,4,4,2,-1,80,2,5.08503056367238
"shuffle","20MMD","20MMD_shuffle_80.0_  2x  2_ST512","2020",FALSE,28.2491566487575,-2.89660496764727,3.66544131778518,-9.30015776567687,11.7686681190501,3.66544131778518,5.28997099452182,0.694937424263018,5.98802613459607,0.800339496348736,15.427676190926,2.91334909562492,-7,-4,-2,-2,-2,80,2,5.1309060494105
"shuffle","10TES","10TES_shuffle_100.0_  2x  2_ST512","2020",FALSE,18.721906999255,-2.93163580658889,6.42728898557482,-13.5388274929205,29.6823898204788,6.42728898557482,8.17176938668372,0.501811218302794,6.69086450975531,-1.63546959947478,-19.6421327563806,3.927112323591,5,-5,-6,-3,-2,100,2,33.726474014918
"shuffle","17SNB","17SNB_shuffle_100.0_  2x  2_ST512","2020",FALSE,17.4544893786987,2.71092685408692,4.86112585425791,18.3871899994422,32.9711753597077,4.86112585425791,5.98651456363271,0.238657123393697,3.27266336424039,-1.7966134871817,-35.4412185374664,3.01741479560039,5,4,4,2,-1,100,2,6.00079785188039
"shuffle","20MMD","20MMD_shuffle_100.0_  2x  2_ST512","2020",FALSE,28.0563608757565,-3.08940074064826,4.25005287249145,-9.91916903075842,13.6456861284552,4.25005287249145,6.05314710818515,0.576806397172792,6.01518763131792,0.827500993070588,15.9512524709889,3.1076307323185,-7,-4,-2,-2,-2,100,2,6.50404082139333
"shuffle","10TES","10TES_shuffle_2.5_  4x  4_ST512","2020",FALSE,21.502694897808,-0.150847908035871,0.305845409513002,-0.696643082328127,1.41244974208313,0.305845409513002,0.869323706790176,0.994702918751145,8.30328821716836,-0.0230458920617291,-0.276783176838674,0.153824444413425,0,0,0,0,0,2.5,4,33.1583999752998
"shuffle","17SNB","17SNB_shuffle_2.5_  4x  4_ST512","2020",FALSE,14.8130192315442,0.0694567069324243,0.407571676241268,0.471098534132971,2.76440429889925,0.407571676241268,0.865988604880713,0.985400962787769,4.97885353052626,-0.0904233208958383,-1.78375187519048,0.115423002949072,0,0,0,0,0,2.5,4,5.19524660507838
"shuffle","20MMD","20MMD_shuffle_2.5_  4x  4_ST512","2020",FALSE,31.0318847126325,-0.113876903772233,0.232297383095038,-0.365625683438909,0.745839469125984,0.232297383095038,0.603157873393029,0.99352069928537,5.21080321388841,0.0231165756410778,0.445604703079903,0.113876903772219,0,-1,0,0,0,2.5,4,6.56678212881088
