"mode","run","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","wasserstein","q05_shift","q25_shift","q50_shift","q75_shift","q95_shift","shuffle_percentage","patch_size","shuffle_type","time_min"
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_original","2020",TRUE,5.45366105450677,0,0,0,0,0,0,1,5.78695173789122,0,0,0,0,0,0,0,0,0,1,"local",22.2771433631579
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_original","2020",TRUE,40.1037015821913,0,0,0,0,0,0,1,6.46511024994368,0,0,0,0,0,0,0,0,0,1,"local",10.615010424455
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_original","2020",TRUE,14.7435625246118,0,0,0,0,0,0,1,5.06927685142209,0,0,0,0,0,0,0,0,0,1,"local",7.67702502012253
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_2.5_ 1x 1_local","2020",FALSE,16.1306077982371,1.38802268532429,1.59898187690968,9.41505627875627,10.8460074312825,1.59898187690968,2.15726320951104,0.946097652797162,4.61554117251145,-0.452985083356401,-8.93721489223772,1.41936022712229,2,2,2,1,0,2.5,1,"local",11.7186161438624
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_2.5_ 1x 1_local","2020",FALSE,37.0327702668408,-3.0709313153505,3.10862494125966,-7.65747597901086,7.75146636997742,3.10862494125966,3.64071714152406,0.954528524387348,6.50192456702338,0.0368143170797008,0.569430615356042,3.07492072464656,-3,-3,-3,-3,-3,2.5,1,"local",16.3490726431211
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_2.5_ 1x 1_local","2020",FALSE,5.57974906618748,0.126088011680717,1.07925067482704,2.31198841329754,19.7894710368034,1.07925067482704,1.54109745030366,0.980462544073385,4.64272796354294,-1.14422377434828,-19.7724782609857,0.974619590794739,1,1,1,0,-3,2.5,1,"local",27.429373494784
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_5.0_ 1x 1_local","2020",FALSE,17.1347569909938,2.3930909237515,2.65211057552261,16.2335173842339,17.9905755796212,2.65211057552261,3.39923384233361,0.879552784651663,4.34033235612008,-0.727467190190603,-14.3546954362114,2.43312736258439,3,3,3,2,0,5,1,"local",11.0106676856677
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_5.0_ 1x 1_local","2020",FALSE,34.0443707661354,-6.05933081605596,6.0936025039021,-15.1091559556854,15.1946136229182,6.0936025039021,6.70421308941552,0.902130663445602,6.50313610644865,0.0380258565049667,0.588170271424187,6.06357681441015,-6,-7,-6,-5,-5,5,1,"local",16.585406879584
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_5.0_ 1x 1_local","2020",FALSE,5.6118149448702,0.158153890363429,1.75343701974379,2.89995818923757,32.151558415879,1.75343701974379,2.37219139095427,0.957512326654475,3.86268249822548,-1.92426923966574,-33.2518625836501,1.62001739971128,1,2,1,0,-5,5,1,"local",29.0173955043157
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_10.0_ 1x 1_local","2020",FALSE,18.4077894051664,3.66789190973015,3.99786514945066,24.8841073071627,27.1227472965023,3.99786514945066,4.94079374073639,0.758006617591471,4.03411666850143,-1.03239890717758,-20.3769018718396,3.69549920922037,4,5,5,3,1,10,1,"local",11.2674667318662
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_10.0_ 1x 1_local","2020",FALSE,28.7887447460615,-11.3149568361298,11.347376050627,-28.2142455427465,28.2950840020862,11.347376050627,11.9984397446109,0.802703426949925,6.22313016082203,-0.241980089121649,-3.74286098406066,11.3195790740813,-10,-13,-12,-11,-10,10,1,"local",17.6239850560824
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_10.0_ 1x 1_local","2020",FALSE,6.04745049220495,0.593789636913512,2.65859231724347,10.8879091067312,48.7487650550173,2.65859231724347,3.35926975062543,0.900063767914224,3.0701505608818,-2.71680148475048,-46.9470191445771,2.44499569403664,2,3,2,0,-6,10,1,"local",27.0217439889908
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_15.0_ 1x 1_local","2020",FALSE,19.1293380859455,4.39093298509575,4.77305259420051,29.7924568842431,32.3851363939326,4.77305259420051,5.79821049716175,0.670148444357913,3.84630780377403,-1.21903458532931,-24.0661833235936,4.40380712491436,5,6,5,4,1,15,1,"local",11.6208997925123
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_15.0_ 1x 1_local","2020",FALSE,24.7307563902684,-15.3729451919229,15.403919787505,-38.3329832045966,38.4102194555163,15.403919787505,16.0229618336057,0.728430038291379,5.59734246744245,-0.867767782501229,-13.4223199443318,15.3776794914359,-13,-17,-17,-15,-14,15,1,"local",19.2300493359566
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_15.0_ 1x 1_local","2020",FALSE,5.65834115646104,0.204680101954268,3.0802520546759,3.75307705976934,56.4804454088773,3.0802520546759,3.97339660847505,0.855744340302967,2.34812011838115,-3.43883161951007,-59.4238862749387,2.86271943606815,2,3,2,-1,-8,15,1,"local",29.6425997575124
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_20.0_ 1x 1_local","2020",FALSE,19.5538120452951,4.81667444128819,5.2430276889367,32.6839211976861,35.5769745103768,5.2430276889367,6.29974515505691,0.609487654806213,3.69180513227103,-1.37255482783673,-27.1022367811217,4.82472749121947,6,7,6,4,1,20,1,"local",12.7544232408206
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_20.0_ 1x 1_local","2020",FALSE,21.7935386492034,-18.3101629329879,18.3407364474774,-45.6570396512198,45.7332757922324,18.3407364474774,18.9266495743656,0.675902020194532,4.8731038516714,-1.59200639827228,-24.624582361703,18.3149665971888,-14,-19,-20,-19,-18,20,1,"local",17.925524075826
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_20.0_ 1x 1_local","2020",FALSE,5.69811420377555,0.244453149268787,3.40285037815348,4.4823678410813,62.3957071065399,3.40285037815348,4.34189418020301,0.805864555874818,2.00799498636202,-3.7789567515292,-65.3013351880183,3.15042569196107,3,3,2,-1,-9,20,1,"local",31.3513637502988
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_25.0_ 1x 1_local","2020",FALSE,19.8138515961144,5.07784397600405,5.54574015602956,34.4587496621154,37.6339392527272,5.54574015602956,6.61271098608058,0.564408502958482,3.54487134617862,-1.51862105127204,-29.9915736426627,5.08689341553213,6,7,6,4,1,25,1,"local",12.1475799123446
