"mode","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","wasserstein","q05_shift","q25_shift","q50_shift","q75_shift","q95_shift","shuffle_percentage","patch_size"
"shuffle","49NHC","49NHC_shuffle_10.0_64x64_ST512","2020",FALSE,39.6756574052899,-0.428044176901409,0.91477157992926,-1.06734331249734,2.2810153273619,0.91477157992926,2.96243604924389,0.901296669827144,6.69235984675396,0.227249596810277,3.5150150271955,0.428994377373394,-1,0,0,0,-1,10,64
