"mode","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","band","increment","decrease","Colour"
"spectral","49NHC","49NHC_spectral_B03-B04_D_15","2020",FALSE,36.321957669366,-3.52358390070778,4.13210601396009,-8.84310706258336,10.370309578283,4.13210601396009,5.07154203211054,0.863643997459501,7.1148797225188,0.306074857206975,4.4952802035245,"c(""B03"", ""B04"")",0.15,"True","Green-Red"
