"mode","run","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","wasserstein","q05_shift","q25_shift","q50_shift","q75_shift","q95_shift","shuffle_percentage","patch_size","shuffle_type","time_min"
"shuffle","2026-06-23_shuffle_g6","33NTG","33NTG_shuffle_5.0_ 4x 4_local","2020",FALSE,21.1263790451251,-1.1536253770051,1.49743172239695,-5.17785075419118,6.72096689940327,1.49743172239695,2.83616780840735,0.986883025680534,15.0118687947523,-0.719488605563068,-4.57359519114762,1.2148628670348,0,0,-2,-2,-1,5,4,"local",14.5672698179881
"shuffle","2026-06-23_shuffle_g6","34UFD","34UFD_shuffle_5.0_ 4x 4_local","2020",FALSE,3.57313530518387,-0.233104631739689,0.577060350771248,-6.12427581031842,15.1609031572945,0.577060350771248,1.09695153759928,0.946523301262656,2.99482922709066,-0.303903354674159,-9.21273086379044,0.272233073721874,0,0,0,0,-1,5,4,"local",22.6783743262291
"shuffle","2026-06-23_shuffle_g6","33NTG","33NTG_shuffle_10.0_ 4x 4_local","2020",FALSE,20.0064621293177,-2.27353878722417,2.82811179010173,-10.2043927006133,12.6934994333954,2.82811179010173,4.49305185087386,0.971343508720361,14.2616693790303,-1.46970809143813,-9.3425263884051,2.39631803917709,0,0,-4,-4,-3,10,4,"local",15.7100983540217
"shuffle","2026-06-23_shuffle_g6","34UFD","34UFD_shuffle_10.0_ 4x 4_local","2020",FALSE,3.40756782656105,-0.398672110362512,0.917436406167734,-10.47417180654,24.1034832635712,0.917436406167734,1.53118911308547,0.896059756022251,2.75317628537779,-0.545556296387028,-16.5383608056872,0.474041779223091,0,0,0,-1,-2,10,4,"local",22.542804423968
"shuffle","2026-06-23_shuffle_g6","33NTG","33NTG_shuffle_15.0_ 4x 4_local","2020",FALSE,18.9297709622166,-3.35022334978201,4.09918129068477,-15.0369129492003,18.3984844577685,4.09918129068477,6.00007807188741,0.953386392739682,13.5003868362011,-2.23100029503274,-14.1818409045647,3.53076985211202,1,0,-6,-5,-4,15,4,"local",16.2651877125104
"shuffle","2026-06-23_shuffle_g6","34UFD","34UFD_shuffle_15.0_ 4x 4_local","2020",FALSE,3.29198586392209,-0.51425407300147,1.17792135581957,-13.5108159633552,30.9471125136593,1.17792135581957,1.8532580135844,0.844505824409189,2.56410813630702,-0.734624445457801,-22.2698999463842,0.623981237854166,0,0,0,-1,-2,15,4,"local",24.9238461812337
"shuffle","2026-06-23_shuffle_g6","33NTG","33NTG_shuffle_20.0_ 4x 4_local","2020",FALSE,17.9032745138413,-4.37671777123839,5.3249594974748,-19.6441619693439,23.9001855536583,5.3249594974748,7.41727639893469,0.93298948081581,12.7267035574423,-3.00468742531798,-19.0999475418974,4.61602604701416,1,0,-8,-7,-5,20,4,"local",15.0115391135216
"shuffle","2026-06-23_shuffle_g6","34UFD","34UFD_shuffle_20.0_ 4x 4_local","2020",FALSE,3.21409690740881,-0.592143029514748,1.38886839725635,-15.5571650586314,36.48924976545,1.38886839725635,2.10746917839094,0.792298524801125,2.4136765209404,-0.885056060824418,-26.8301851964888,0.738987158813358,0,0,0,-1,-2,20,4,"local",25.4896269043287
"shuffle","2026-06-23_shuffle_g6","33NTG","33NTG_shuffle_25.0_ 4x 4_local","2020",FALSE,16.9406759168215,-5.33932424068847,6.49211928477461,-23.9646508211031,29.1387757579809,6.49211928477461,8.74843844052549,0.910129713375135,11.9630473204352,-3.76834714240755,-23.9543109246184,5.63998846070309,1,1,-9,-9,-7,25,4,"local",16.5404103676478
"shuffle","2026-06-23_shuffle_g6","34UFD","34UFD_shuffle_25.0_ 4x 4_local","2020",FALSE,3.1612262045777,-0.645013732345859,1.56678966088243,-16.9462183949233,41.1637123998232,1.56678966088243,2.31656166629315,0.739633920223899,2.29265169113262,-1.0060808906322,-30.499013354212,0.826646605251679,0,0,0,-1,-3,25,4,"local",25.8034095287323
