"mode","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","wasserstein","q05_shift","q25_shift","q50_shift","q75_shift","q95_shift","shuffle_percentage","patch_size"
"shuffle","49NHC","49NHC_shuffle_10.0_1x1","2020",FALSE,38.0080475094917,-2.83792359148082,3.80436020539714,-6.94786661936716,9.31391787942229,3.80436020539714,4.60648482219975,0.860870825236523,5.64561878589919,-1.43126700892569,-20.2245316714357,3.05097598837318,1,-3,-4,-3,-4,10,1
