"tile","band","increment","decrease","mean_height","average_difference","avg_abs_diff","avg_difference_percent","avg_abs_diff_perc","correlation","std_dev","out_name","year"
"49UCP","B08",0,"True",3.34501297432971,0,0,0,0,1,0,"49UCP_original","2020"
"49UCP","B08",0.05,"False",4.14953921852538,0.804526244195675,1.50374449130315,34.6143534917146,52.3591279927145,0.883481909126519,2.17461953944007,"49UCP_B08_05_I","2020"
"49UCP","B08",0.05,"True",5.54532505011167,2.20031207578196,2.40955468849553,74.3709489346418,81.7067299282165,0.90680974890425,2.86369690441905,"49UCP_B08_05_D","2020"
"49UCP","B08",0.1,"False",9.83682717314111,6.4918141988114,6.53599244124037,124.774105752553,125.330580075218,0.749307612771982,4.03562678649946,"49UCP_B08_10_I","2020"
"49UCP","B08",0.1,"True",8.08838141175559,4.74336843742588,4.76410326092445,114.27983724013,114.556945751508,0.866888247593436,2.77006247549034,"49UCP_B08_10_D","2020"
"49UCP","B08",0.15,"False",11.5108139057645,8.1658009314348,8.20561817197603,131.094690260066,131.44431070066,0.67445619352605,3.368489003828,"49UCP_B08_15_I","2020"
"49UCP","B08",0.15,"True",12.6529224152679,9.30790944093823,9.31128565166628,137.425986211267,137.494677617044,0.759305292620054,3.15066413313519,"49UCP_B08_15_D","2020"
"49UCP","B08",0.2,"False",13.2502375764413,9.90522460211156,10.0121787635416,137.136455520236,137.890263812038,0.489065531819603,4.25810462843366,"49UCP_B08_20_I","2020"
"49UCP","B08",0.2,"True",9.89245799932032,6.54744502499061,6.88391871244752,120.278240622789,123.437222508857,0.500363243149836,3.9263653083628,"49UCP_B08_20_D","2020"
"49UCP","B08",0.25,"False",18.398667169837,15.0536541955073,15.1413151376345,149.718783445029,150.326545266505,0.357851395696335,5.06827428934129,"49UCP_B08_25_I","2020"
"49UCP","B08",0.25,"True",18.2504482457137,14.905435271384,14.9374327637663,152.871722777701,153.084362000609,0.521741829285014,5.63856072999966,"49UCP_B08_25_D","2020"
