"mode","run","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","wasserstein","q05_shift","q25_shift","q50_shift","q75_shift","q95_shift","shuffle_percentage","patch_size","time_min"
"shuffle","2026-06-04_shuffle_2","33NTG","33NTG_shuffle_5.0_ 2x 2_local","2020",FALSE,20.6443294937112,-3.49545903722657,3.72019410041411,-14.4800731487219,15.4110467688906,3.72019410041411,4.53700747508409,0.983897553426283,14.5495796153271,-1.03206110985228,-6.6235714714209,3.49545903722648,-1,-2,-5,-4,-3,5,2,15.9849480271339
"shuffle","2026-06-04_shuffle_2","35VML","35VML_shuffle_5.0_ 2x 2_local","2020",FALSE,2.87502095673307,0.617566414775883,0.740793919516435,27.3567597175383,32.8154523490061,0.740793919516435,1.14173320944316,0.847515319933864,1.79907035199716,0.172628017815347,10.6138418920452,0.617600779702717,0,0,1,1,1,5,2,15.9748462160428
"shuffle","2026-06-04_shuffle_2","49NHC","49NHC_shuffle_5.0_ 2x 2_local","2020",FALSE,36.7036021630186,-3.4000994191727,3.42961446611909,-8.47826830200274,8.55186511671546,3.42961446611909,4.13357791735997,0.938430483603046,6.80007419429662,0.334963944352939,5.18110181270083,3.40009949009753,-5,-4,-4,-3,-3,5,2,10.6041564226151
"shuffle","2026-06-04_shuffle_2","32TMT","32TMT_shuffle_10.0_ 2x 2_local","2020",FALSE,14.6245042305338,-1.34214145337938,2.45665395378192,-8.40590741442723,15.386161892833,2.45665395378192,3.12876926536397,0.984128738973562,7.4203017579793,-2.38302073542877,-24.3082968761984,2.22576221391231,0,1,0,-4,-6,10,2,35.7345653533936
"shuffle","2026-06-04_shuffle_2","33NTG","33NTG_shuffle_10.0_ 2x 2_local","2020",FALSE,19.1918143575603,-4.94798595286976,5.43606355284007,-20.4972116141818,22.5190908082671,5.43606355284007,6.41899544419355,0.972229095660431,13.2987328163267,-2.28292929628135,-14.6513849407253,4.94798595286883,-1,-2,-8,-6,-6,10,2,15.572799595197
"shuffle","2026-06-04_shuffle_2","35VML","35VML_shuffle_10.0_ 2x 2_local","2020",FALSE,3.0871811285503,0.829726586593119,1.01422054154261,36.7549632194922,44.9276174865204,1.01422054154261,1.45517241434399,0.752530132535435,1.75480637859319,0.128364044411379,7.8923206629366,0.829908306403321,1,1,1,1,1,10,2,14.8593665162722
"shuffle","2026-06-04_shuffle_2","49NHC","49NHC_shuffle_10.0_ 2x 2_local","2020",FALSE,33.4154503901742,-6.68825119201718,6.71010048349155,-16.6773911837285,16.7318731657211,6.71010048349155,7.52706579015579,0.872125414574274,7.02322356846312,0.558113318519433,8.63269607079468,6.68825447229973,-8,-8,-7,-6,-5,10,2,10.5570446332296
"shuffle","2026-06-04_shuffle_2","32TMT","32TMT_shuffle_15.0_ 2x 2_local","2020",FALSE,14.2041522681527,-1.76250228482376,3.32751362163169,-11.0386448142652,20.8403933998271,3.32751362163169,4.19420591105487,0.972293244782655,6.49308652062333,-3.31023671368785,-33.766475250986,3.08163486207031,1,2,-1,-5,-8,15,2,37.3137273788452
"shuffle","2026-06-04_shuffle_2","33NTG","33NTG_shuffle_15.0_ 2x 2_local","2020",FALSE,17.8933603035449,-6.24643994047471,7.01952215538619,-25.8761045134257,29.0786256904723,7.01952215538619,8.18989536109555,0.958560593087893,12.0461176531505,-3.53555285758043,-22.6904609178171,6.24643994047546,0,-1,-10,-9,-8,15,2,14.8372753421466
"shuffle","2026-06-04_shuffle_2","35VML","35VML_shuffle_15.0_ 2x 2_local","2020",FALSE,3.29767037515338,1.0402158331962,1.25533126850924,46.0791486102015,55.6082634302297,1.25533126850924,1.70506637594541,0.671269022401631,1.70159349278412,0.0751511586023059,4.62058549651015,1.04086273722472,1,1,1,2,1,15,2,14.1475424528122
