"tile","band","increment","decrease","mean_height","average_difference","avg_abs_diff","avg_difference_percent","avg_abs_diff_perc","correlation","std_dev","out_name","year"
"34UFD","B02",0,"True",3.70318136178214,0,0,0,0,1,0,"34UFD_original","2020"
"32UQU","B02",0,"True",8.96789224637069,0,0,0,0,1,0,"32UQU_original","2020"
"32UQU","B02",0.05,"False",9.74252838268898,0.774636136318292,0.937922818172589,10.72814919179,16.5979901800415,0.991487233273465,1.13519541705467,"32UQU_B02_05_I","2020"
"34UFD","B02",0.05,"False",5.00766531866097,1.30448395687883,1.4471974491101,31.7553715729808,39.812384297248,0.930819274231993,1.75364155593072,"34UFD_B02_05_I","2020"
"32UQU","B03",0.05,"False",9.23656445569895,0.268672209328261,0.961620168821731,11.4233954806703,19.766497321413,0.984730537953867,1.4365721272475,"32UQU_B03_05_I","2020"
"34UFD","B03",0.05,"False",5.86270365468315,2.15952229290101,2.27488821267107,44.2482293666764,50.6242986110281,0.887151179834915,2.47684251951962,"34UFD_B03_05_I","2020"
"32UQU","B04",0.05,"False",8.58709955738846,-0.380792688982227,0.92484775172065,3.19390309422673,18.0722696518815,0.985641156236826,1.4566733152129,"32UQU_B04_05_I","2020"
"34UFD","B04",0.05,"False",4.53691494755913,0.833733585776985,1.09494618511013,16.3856725789027,29.1251927986609,0.936663101456591,1.63911532990386,"34UFD_B04_05_I","2020"
"32UQU","B05",0.05,"False",8.50236149280304,-0.46553075356765,1.13838037962433,3.94980538039752,19.6488075904394,0.984103636160301,1.68517066468442,"32UQU_B05_05_I","2020"
"34UFD","B05",0.05,"False",4.37486983850877,0.67168847672663,0.888217993146722,19.439710813398,29.6453787738767,0.956940912789598,1.22083411502358,"34UFD_B05_05_I","2020"
"32UQU","B08",0.05,"False",9.1474165560951,0.179524309724409,0.972756634173054,8.91711457240943,22.2381059246608,0.982491366245805,1.5261445345738,"32UQU_B08_05_I","2020"
