"mode","run","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","wasserstein","q05_shift","q25_shift","q50_shift","q75_shift","q95_shift","shuffle_percentage","patch_size","shuffle_type","time_min","location"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_5.0_16x16_local",2020,FALSE,8.7772272844197,-0.655202353411442,0.823111518564432,-6.94627342655796,8.72639977363982,0.823111518564432,2.43053453185548,0.961979483818627,8.07024696346387,-0.480494703655847,-5.61933364802143,0.655202353411507,0,0,0,-1,-1,5,16,"local",37.0085018356641,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_10.0_16x16_local",2020,FALSE,8.17628448142643,-1.2561451564047,1.51664980151789,-13.3173021653575,16.0791000807998,1.51664980151789,3.48925922150005,0.925467573626952,7.59050034777971,-0.960241319340015,-11.2299184880353,1.25614515640532,0,-1,-1,-3,-2,10,16,"local",35.328464782238,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_15.0_16x16_local",2020,FALSE,7.63000729519761,-1.80242234263353,2.1322771265745,-19.1087812137443,22.605810045192,2.1322771265745,4.32667535421297,0.889698836257618,7.12637958608084,-1.42436208103888,-16.6577606538623,1.80242234263412,0,-1,-1,-4,-4,15,16,"local",38.9645453373591,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_20.0_16x16_local",2020,FALSE,7.12254075577043,-2.30988888206071,2.70264466743996,-24.4888005609532,28.6526883444783,2.70264466743996,5.06566674793493,0.852898851405579,6.66295002544396,-1.88779164167576,-22.0775192979447,2.30988888206091,0,-1,-1,-5,-5,20,16,"local",37.2026107986768,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_25.0_16x16_local",2020,FALSE,6.6642481839169,-2.76818145391423,3.21980474005491,-29.3474911576519,34.1354758390253,3.21980474005491,5.70515566506883,0.817137654538378,6.21848665801649,-2.33225500910324,-27.2754703614949,2.76818145391327,0,-1,-1,-6,-6,25,16,"local",36.9477447668711,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_30.0_16x16_local",2020,FALSE,6.24614735676336,-3.18628228106777,3.69726409155153,-33.7800800367318,39.1973673116279,3.69726409155153,6.28669414955665,0.780334097912125,5.79133461677223,-2.75940705034749,-32.270967335597,3.18628228106923,0,-1,-2,-7,-7,30,16,"local",38.0928112308184,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_50.0_16x16_local",2020,FALSE,4.9628805739853,-4.46954906384583,5.24881353989784,-47.3849181542747,55.6464637578228,5.24881353989784,8.11324625682708,0.621393557343611,4.33119680987646,-4.21954485724326,-49.3471212382515,4.46954906384843,0,-1,-2,-9,-12,50,16,"local",37.4072744766871,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_65.0_16x16_local",2020,FALSE,4.34127809350047,-5.09115154433067,6.13093530225814,-53.9749750574478,64.9984737513278,6.13093530225814,9.09673722469261,0.476237560077722,3.52600956965647,-5.02473209746325,-58.7636990225646,5.09115154433173,0,-2,-2,-10,-15,65,16,"local",39.4438283244769,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_80.0_16x16_local",2020,FALSE,3.95419680438303,-5.47823283344811,6.85338848313108,-58.0787034071929,72.6577217776832,6.85338848313108,9.85128211568163,0.293776828476804,2.9933983246323,-5.55734334248742,-64.9925299913708,5.47823283344649,0,-2,-2,-10,-17,80,16,"local",38.1304405649503,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_100.0_16x16_local",2020,FALSE,3.7615095643802,-5.67092007345094,7.68077336534182,-60.1215200239214,81.4294265661537,7.68077336534182,10.6035333536958,0.00542346515243426,2.72266935449114,-5.82807231262859,-68.1586760484105,5.67092007345019,0,-2,-2,-10,-17,100,16,"local",39.4623185038567,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_2.5_32x32_local",2020,FALSE,9.09192747439311,-0.340502163438032,0.433952163877481,-3.60990939251073,4.60064034972502,0.433952163877481,1.86103133433007,0.976852269182765,8.31072611563322,-0.240015551486504,-2.80695594406084,0.340502163438033,0,0,0,-1,-1,2.5,32,"local",38.906896897157,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_5.0_32x32_local",2020,FALSE,8.76487622731674,-0.667553410514399,0.834818281309159,-7.07721590455346,8.85051162174494,0.834818281309159,2.65378643322525,0.953879768851181,8.06528514437698,-0.485456522742743,-5.67736158618234,0.667553410514487,0,0,0,-1,-1,5,32,"local",38.9060461362203,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_10.0_32x32_local",2020,FALSE,8.16760381737833,-1.26482582045281,1.53927590898965,-13.4093321553114,16.3189757898219,1.53927590898965,3.74307612939918,0.91143016890186,7.61230645140686,-0.938435215712861,-10.974898461983,1.26482582045229,0,-1,-1,-3,-2,10,32,"local",36.0787365674973,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_15.0_32x32_local",2020,FALSE,7.62233664560149,-1.81009299222964,2.1659361261383,-19.1901033109201,22.9626534127673,2.1659361261383,4.58485985181299,0.870917566753796,7.1520383226675,-1.39870334445222,-16.3576845015757,1.81009299222992,0,-1,-1,-4,-3,15,32,"local",38.5942803541819,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_20.0_32x32_local",2020,FALSE,7.13261269943627,-2.29981693839487,2.72364928635922,-24.3820206107966,28.8753734820914,2.72364928635922,5.28808615490207,0.83192385699127,6.71065727199728,-1.84008439512244,-21.5195882036542,2.29981693839573,0,-1,-1,-5,-5,20,32,"local",39.7860431750615,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_25.0_32x32_local",2020,FALSE,6.67520970881701,-2.75721992901413,3.24333237519634,-29.2312801142518,34.384909294082,3.24333237519634,5.91761742411796,0.792616874423398,6.29295785037163,-2.25778381674809,-26.40453781255,2.75721992901329,0,-1,-1,-6,-6,25,32,"local",39.68429697752,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_30.0_32x32_local",2020,FALSE,6.26400290915166,-3.16842672867948,3.71668743841228,-33.5907804281063,39.4032882419347,3.71668743841228,6.4770518093234,0.753406554448351,5.89461322804424,-2.65612843907548,-31.0631351346881,3.16842672868134,0,-1,-2,-7,-7,30,32,"local",40.0700620214144,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_50.0_32x32_local",2020,FALSE,5.02269477568626,-4.40973486214488,5.22424623615485,-46.7507845959277,55.3860080249281,5.22424623615485,8.1808304736891,0.596074746263663,4.51101369763888,-4.03972796948084,-47.2441821627574,4.40973486214607,0,-1,-2,-9,-12,50,32,"local",37.9026295781136,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_65.0_32x32_local",2020,FALSE,4.40445384565185,-5.02797579217929,6.10653909811385,-53.3052032745977,64.7398319688708,6.10653909811385,9.13169531995137,0.45334291999127,3.73947178024712,-4.8112698868726,-56.2672815315359,5.02797579217744,0,-2,-2,-10,-14,65,32,"local",38.9515420397123,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_80.0_32x32_local",2020,FALSE,4.01877325662147,-5.41365638120966,6.83859921998168,-57.39408179094,72.5009301161787,6.83859921998168,9.852742195451,0.28562560332549,3.22879194391947,-5.32194972320025,-62.2396270450411,5.41365638121043,0,-2,-2,-10,-16,80,32,"local",37.1562440752983,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_100.0_32x32_local",2020,FALSE,3.82479802479142,-5.60763161303972,7.73268560123909,-59.4505533393951,81.9797856771198,7.73268560123909,10.6363325464074,0.00330202201818522,2.95597321249186,-5.59476845462786,-65.4302126345542,5.60763161304271,0,-2,-2,-10,-17,100,32,"local",39.8749478181203,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_2.5_64x64_local",2020,FALSE,9.1006978534894,-0.331731784341738,0.421926973698188,-3.51692826852632,4.4731526223736,0.421926973698188,1.90698473632346,0.975588789056331,8.32069127959471,-0.230050387525015,-2.69041442813821,0.3317317843416,0,0,0,-1,-1,2.5,64,"local",38.1001659154892,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_5.0_64x64_local",2020,FALSE,8.77054533427424,-0.661884303556899,0.830667920099472,-7.01711360668141,8.80651064459435,0.830667920099472,2.73019807614424,0.950836480724156,8.07192327695735,-0.478818390162376,-5.59972934281926,0.661884303556609,0,0,0,-2,-1,5,64,"local",37.8938747882843,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_10.0_64x64_local",2020,FALSE,8.17312824357399,-1.25930139425714,1.54466370810296,-13.350763722704,16.3760957400381,1.54466370810296,3.85768198060091,0.904600878209182,7.62992465260905,-0.920817014510673,-10.768855502342,1.25930139425733,0,-1,-1,-3,-2,10,64,"local",37.32883477211,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_15.0_64x64_local",2020,FALSE,7.63666625213141,-1.79576338569972,2.17100204624013,-19.0381848012665,23.0163608910771,2.17100204624013,4.69977355096359,0.861652716057905,7.18901308782907,-1.36172857929065,-15.925268617656,1.7957633856992,0,-1,-1,-4,-3,15,64,"local",43.124106446902,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_20.0_64x64_local",2020,FALSE,7.14836224491808,-2.28406739291305,2.73188107239647,-24.2150483026369,28.9626445920102,2.73188107239647,5.39810721238296,0.820799650582086,6.76154923135454,-1.78919243576519,-20.9244122371886,2.28406739291475,0,-1,-1,-5,-4,20,64,"local",36.1253513932228,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_25.0_64x64_local",2020,FALSE,6.70054539067595,-2.73188424715519,3.24984511156708,-28.9626782499207,34.4539555167499,3.24984511156708,6.03167389992038,0.778365147726361,6.33981814001031,-2.21092352710941,-25.8565117878734,2.7318842471539,0,-1,-1,-6,-6,25,64,"local",41.1878904501597,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_30.0_64x64_local",2020,FALSE,6.31348873837822,-3.11894089945292,3.69769745909267,-33.0661454069439,39.2019617539698,3.69769745909267,6.53344605127465,0.742410445331507,5.97122932254633,-2.57951234457339,-30.1671181868636,3.11894089945193,0,-1,-1,-7,-7,30,64,"local",36.4410300691923,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_50.0_64x64_local",2020,FALSE,5.10311131025874,-4.3293183275724,5.17606414279058,-45.8982308249465,54.8751948493808,5.17606414279058,8.18153714403432,0.584918936198856,4.6944408287038,-3.85630083841593,-45.0990216818806,4.32931832757454,0,-2,-2,-9,-11,50,64,"local",36.2909609357516,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_65.0_64x64_local",2020,FALSE,4.50490294338715,-4.92752669444399,6.04192665950953,-52.240269831231,64.0548288351589,6.04192665950953,9.0895342158741,0.449804731540207,3.97619621275786,-4.57454545436186,-53.4988148683338,4.92752669444252,0,-2,-2,-10,-14,65,64,"local",37.6417731444041,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_80.0_64x64_local",2020,FALSE,4.11653205343671,-5.31589758439443,6.79125941519249,-56.3576701709354,71.9990466502335,6.79125941519249,9.82617645768462,0.28533508601579,3.50403902452,-5.04670264259972,-59.0206421743026,5.31589758439144,0,-2,-2,-10,-16,80,64,"local",39.0379279057185,"Germany"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_100.0_64x64_local",2020,FALSE,3.93229714572063,-5.50013249211051,7.68657441077343,-58.3108775076449,81.490927639094,7.68657441077343,10.582842744327,0.0359398450411971,3.26101536876046,-5.28972629835927,-61.8627775728499,5.50013249210807,0,-2,-2,-10,-16,100,64,"local",36.6939202268918,"Germany"
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_original",2020,TRUE,5.45366105450677,0,0,0,0,0,0,1,5.78695173789122,0,0,0,0,0,0,0,0,0,1,"local",22.2771433631579,"Australia"
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_original",2020,TRUE,40.1037015821913,0,0,0,0,0,0,1,6.46511024994368,0,0,0,0,0,0,0,0,0,1,"local",10.615010424455,"Malaysia"
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_original",2020,TRUE,14.7435625246118,0,0,0,0,0,0,1,5.06927685142209,0,0,0,0,0,0,0,0,0,1,"local",7.67702502012253,"USA West"
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_2.5_ 1x 1_local",2020,FALSE,16.1306077982371,1.38802268532429,1.59898187690968,9.41505627875627,10.8460074312825,1.59898187690968,2.15726320951104,0.946097652797162,4.61554117251145,-0.452985083356401,-8.93721489223772,1.41936022712229,2,2,2,1,0,2.5,1,"local",11.7186161438624,"USA West"
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_2.5_ 1x 1_local",2020,FALSE,37.0327702668408,-3.0709313153505,3.10862494125966,-7.65747597901086,7.75146636997742,3.10862494125966,3.64071714152406,0.954528524387348,6.50192456702338,0.0368143170797008,0.569430615356042,3.07492072464656,-3,-3,-3,-3,-3,2.5,1,"local",16.3490726431211,"Malaysia"
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_2.5_ 1x 1_local",2020,FALSE,5.57974906618748,0.126088011680717,1.07925067482704,2.31198841329754,19.7894710368034,1.07925067482704,1.54109745030366,0.980462544073385,4.64272796354294,-1.14422377434828,-19.7724782609857,0.974619590794739,1,1,1,0,-3,2.5,1,"local",27.429373494784,"Australia"
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_5.0_ 1x 1_local",2020,FALSE,17.1347569909938,2.3930909237515,2.65211057552261,16.2335173842339,17.9905755796212,2.65211057552261,3.39923384233361,0.879552784651663,4.34033235612008,-0.727467190190603,-14.3546954362114,2.43312736258439,3,3,3,2,0,5,1,"local",11.0106676856677,"USA West"
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_5.0_ 1x 1_local",2020,FALSE,34.0443707661354,-6.05933081605596,6.0936025039021,-15.1091559556854,15.1946136229182,6.0936025039021,6.70421308941552,0.902130663445602,6.50313610644865,0.0380258565049667,0.588170271424187,6.06357681441015,-6,-7,-6,-5,-5,5,1,"local",16.585406879584,"Malaysia"
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_5.0_ 1x 1_local",2020,FALSE,5.6118149448702,0.158153890363429,1.75343701974379,2.89995818923757,32.151558415879,1.75343701974379,2.37219139095427,0.957512326654475,3.86268249822548,-1.92426923966574,-33.2518625836501,1.62001739971128,1,2,1,0,-5,5,1,"local",29.0173955043157,"Australia"
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_10.0_ 1x 1_local",2020,FALSE,18.4077894051664,3.66789190973015,3.99786514945066,24.8841073071627,27.1227472965023,3.99786514945066,4.94079374073639,0.758006617591471,4.03411666850143,-1.03239890717758,-20.3769018718396,3.69549920922037,4,5,5,3,1,10,1,"local",11.2674667318662,"USA West"
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_10.0_ 1x 1_local",2020,FALSE,28.7887447460615,-11.3149568361298,11.347376050627,-28.2142455427465,28.2950840020862,11.347376050627,11.9984397446109,0.802703426949925,6.22313016082203,-0.241980089121649,-3.74286098406066,11.3195790740813,-10,-13,-12,-11,-10,10,1,"local",17.6239850560824,"Malaysia"
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_10.0_ 1x 1_local",2020,FALSE,6.04745049220495,0.593789636913512,2.65859231724347,10.8879091067312,48.7487650550173,2.65859231724347,3.35926975062543,0.900063767914224,3.0701505608818,-2.71680148475048,-46.9470191445771,2.44499569403664,2,3,2,0,-6,10,1,"local",27.0217439889908,"Australia"
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_15.0_ 1x 1_local",2020,FALSE,19.1293380859455,4.39093298509575,4.77305259420051,29.7924568842431,32.3851363939326,4.77305259420051,5.79821049716175,0.670148444357913,3.84630780377403,-1.21903458532931,-24.0661833235936,4.40380712491436,5,6,5,4,1,15,1,"local",11.6208997925123,"USA West"
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_15.0_ 1x 1_local",2020,FALSE,24.7307563902684,-15.3729451919229,15.403919787505,-38.3329832045966,38.4102194555163,15.403919787505,16.0229618336057,0.728430038291379,5.59734246744245,-0.867767782501229,-13.4223199443318,15.3776794914359,-13,-17,-17,-15,-14,15,1,"local",19.2300493359566,"Malaysia"
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_15.0_ 1x 1_local",2020,FALSE,5.65834115646104,0.204680101954268,3.0802520546759,3.75307705976934,56.4804454088773,3.0802520546759,3.97339660847505,0.855744340302967,2.34812011838115,-3.43883161951007,-59.4238862749387,2.86271943606815,2,3,2,-1,-8,15,1,"local",29.6425997575124,"Australia"
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_20.0_ 1x 1_local",2020,FALSE,19.5538120452951,4.81667444128819,5.2430276889367,32.6839211976861,35.5769745103768,5.2430276889367,6.29974515505691,0.609487654806213,3.69180513227103,-1.37255482783673,-27.1022367811217,4.82472749121947,6,7,6,4,1,20,1,"local",12.7544232408206,"USA West"
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_20.0_ 1x 1_local",2020,FALSE,21.7935386492034,-18.3101629329879,18.3407364474774,-45.6570396512198,45.7332757922324,18.3407364474774,18.9266495743656,0.675902020194532,4.8731038516714,-1.59200639827228,-24.624582361703,18.3149665971888,-14,-19,-20,-19,-18,20,1,"local",17.925524075826,"Malaysia"
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_20.0_ 1x 1_local",2020,FALSE,5.69811420377555,0.244453149268787,3.40285037815348,4.4823678410813,62.3957071065399,3.40285037815348,4.34189418020301,0.805864555874818,2.00799498636202,-3.7789567515292,-65.3013351880183,3.15042569196107,3,3,2,-1,-9,20,1,"local",31.3513637502988,"Australia"
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_25.0_ 1x 1_local",2020,FALSE,19.8138515961144,5.07784397600405,5.54574015602956,34.4587496621154,37.6339392527272,5.54574015602956,6.61271098608058,0.564408502958482,3.54487134617862,-1.51862105127204,-29.9915736426627,5.08689341553213,6,7,6,4,1,25,1,"local",12.1475799123446,"USA West"
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_25.0_ 1x 1_local",2020,FALSE,21.9984752711257,-18.1607097248375,18.2025495963559,-45.2218084770969,45.3259935384287,18.2025495963559,18.8815255372778,0.60881284437877,4.82136440928662,-1.58829459003435,-24.7797049765458,18.1653579014878,-14,-19,-20,-19,-18,25,1,"local",18.3270321766535,"Malaysia"
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_25.0_ 1x 1_local",2020,FALSE,5.74870977633175,0.295048721824986,3.6357257358466,5.4101037610536,66.6657810140608,3.6357257358466,4.59868532662343,0.75743548404516,1.77846652480792,-4.00848521308331,-69.2676454658667,3.3535621786422,3,3,3,-1,-9,25,1,"local",30.4112577954928,"Australia"
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_30.0_ 1x 1_local",2020,FALSE,19.9634729823991,5.22839481020346,5.73568250469409,35.4826404658592,38.9253618994506,5.73568250469409,6.79885434947042,0.531480386868254,3.39560418921837,-1.66717692125256,-32.930061262267,5.24282177080292,7,7,6,4,1,30,1,"local",12.9224341551463,"USA West"
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_30.0_ 1x 1_local",2020,FALSE,20.2424185424894,-19.9167664534738,19.9568203476006,-49.5945484338783,49.6942862500986,19.9568203476006,20.5924139078207,0.58234201825566,4.20016248765843,-2.20949651166254,-34.4713581782839,19.9219191305605,-14,-20,-21,-21,-20,30,1,"local",17.5335087776184,"Malaysia"
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_30.0_ 1x 1_local",2020,FALSE,6.24728940685345,0.793634229218223,3.90063368572756,14.5523360639452,71.5232914197359,3.90063368572756,4.77660624516529,0.699326889771381,1.79414366650958,-3.99281301786739,-68.9967669646946,3.59467643273186,3,4,3,-1,-9,30,1,"local",30.0407773892085,"Australia"
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_50.0_ 1x 1_local",2020,FALSE,20.0553142159044,5.32197868189609,6.00033280029829,36.1220218572474,40.7262346428477,6.00033280029829,7.03430486379242,0.433651363508095,2.79227443279223,-2.26923632566167,-44.8331819086133,5.40320116304486,8,8,6,4,0,50,1,"local",13.5117085536321,"USA West"
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_50.0_ 1x 1_local",2020,FALSE,15.2085412098189,-24.8951603723724,24.9324312673209,-62.076963946459,62.169900242806,24.9324312673209,25.5313636676508,0.504410677020144,2.30271151372733,-4.16239873621636,-64.3824865361362,24.9030889051134,-16,-24,-27,-27,-28,50,1,"local",20.6574572881063,"Malaysia"
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_50.0_ 1x 1_local",2020,FALSE,6.05996479519398,0.606303740687211,4.30488122630311,11.1173711499026,78.9356211043894,4.30488122630311,5.28709632624627,0.521825432036396,1.22644764299234,-4.56050409489888,-78.8066723459618,3.9259206595051,4,4,3,-1,-10,50,1,"local",36.4915171504021,"Australia"
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_65.0_ 1x 1_local",2020,FALSE,19.9223075463366,5.1879278078496,6.01148426907786,35.209678995163,40.7990317595491,6.01148426907786,7.03822886064899,0.358784719568793,2.35950323708731,-2.70267241737633,-53.3895423994862,5.36224505625018,9,8,6,3,-1,65,1,"local",14.1872038880984,"USA West"
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_65.0_ 1x 1_local",2020,FALSE,14.245545683726,-25.8581558984653,25.903195071029,-64.4782273912292,64.5905341628906,25.903195071029,26.538655231296,0.399467623664664,1.85584294354502,-4.60926730639866,-71.2944888517379,25.86927873536,-16,-25,-28,-29,-30,65,1,"local",21.8487479289373,"Malaysia"
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_65.0_ 1x 1_local",2020,FALSE,6.15036336155388,0.696706279741882,4.55999119523697,12.7750291096484,83.613456563754,4.55999119523697,5.56833439908651,0.323480487322158,1.13957751484047,-4.64737440003342,-80.307810888985,4.03427101468476,4,4,3,-1,-10,65,1,"local",32.9716671427091,"Australia"
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_80.0_ 1x 1_local",2020,FALSE,19.7671125167093,5.03014446656223,6.0069859496087,34.1328314579066,40.7613420153188,6.0069859496087,7.05471061358534,0.254155253845214,1.97744702228366,-3.08680634824373,-60.9528418583501,5.31043971684139,9,8,6,3,-1,80,1,"local",14.8344513336817,"USA West"
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_80.0_ 1x 1_local",2020,FALSE,14.4250944968089,-25.7340904991543,25.7978865819879,-64.0802110444748,64.2390690562598,25.7978865819879,26.4739140026967,0.245749787819349,1.72399626976681,-4.68566272955416,-73.1031515100967,25.7526048654992,-15,-25,-28,-28,-30,80,1,"local",19.8941455960274,"Malaysia"
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_80.0_ 1x 1_local",2020,FALSE,6.37994453606892,0.926283481562153,4.76714162660513,16.9846177146762,87.4117694326766,4.76714162660513,5.74135795325188,0.206409800666336,0.986707537732856,-4.80024420015837,-82.9494424280025,4.26112354727065,5,5,3,-1,-10,80,1,"local",38.3753891388575,"Australia"
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_100.0_ 1x 1_local",2020,FALSE,19.6240265701697,4.8807644607056,6.0741389595798,33.1050511377161,41.1994232652261,6.0741389595798,7.2359990053319,0.00178154046822556,1.6951379595784,-3.37388007730046,-66.5588493225772,5.25664459813271,10,8,6,3,-2,100,1,"local",16.1341772635778,"USA West"
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_100.0_ 1x 1_local",2020,FALSE,13.0760195839989,-27.0276819981924,27.1016472384516,-67.3944821347724,67.5789170805284,27.1016472384516,27.828013282364,0.0147465295678366,1.5493558953409,-4.91575435460279,-76.03512027727,27.0413649452756,-17,-26,-29,-30,-32,100,1,"local",24.8674454649289,"Malaysia"
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_100.0_ 1x 1_local",2020,FALSE,6.47070909403438,1.01704803952761,4.96421157604467,18.648904458174,91.0253044043206,4.96421157604467,5.94816384376719,0.00199948817283978,0.937632578095283,-4.84931915979594,-83.7974702302087,4.34108263116053,5,5,3,-1,-10,100,1,"local",41.2898640275002,"Australia"
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_2.5_ 2x 2_local",2020,FALSE,14.766219806847,0.0235771592473881,0.722691079709273,0.15992491855744,4.90204569821098,0.722691079709273,1.16976713676001,0.973249313498639,4.82471018700302,-0.24384466042717,-4.81093068472569,0.223890819214991,1,0,0,0,-1,2.5,2,"local",8.09143619934718,"USA West"
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_2.5_ 2x 2_local",2020,FALSE,38.4028224353096,-1.70087914688173,1.74646149885263,-4.24120238226844,4.35486359101619,1.74646149885263,2.3415481770577,0.970158191032027,6.63610990703935,0.170999657095667,2.6449611914531,1.70087914688185,-2,-2,-2,-1,-2,2.5,2,"local",13.7385609865189,"Malaysia"
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_2.5_ 2x 2_local",2020,FALSE,5.32237281345444,-0.131288241052328,0.58582890166714,-2.40734141231301,10.7419382285048,0.58582890166714,1.00340053537731,0.989209628993015,5.20416057949301,-0.582791158398216,-10.0707796573155,0.420257403225318,0,0,0,0,-2,2.5,2,"local",23.8302555799484,"Australia"
"shuffle","2026-06-22_shuffle_g4","17SNB","17SNB_shuffle_5.0_ 2x 2_local",2020,FALSE,14.7722499243951,0.0305403802064799,1.11811254789543,0.207169868019271,7.58468713919411,1.11811254789543,1.62585522338686,0.948010531868308,4.60084910785806,-0.466977417131239,-9.21455015929586,0.424132691216489,1,1,1,0,-1,5,2,"local",8.41659689346949,"USA West"
"shuffle","2026-06-22_shuffle_g4","49NHC","49NHC_shuffle_5.0_ 2x 2_local",2020,FALSE,36.7050150695759,-3.39868651261541,3.42789727341545,-8.47474516946997,8.54758323590174,3.42789727341545,4.13152492370039,0.938517535471469,6.80027350230356,0.335163252359878,5.18418463726581,3.39868651261551,-5,-4,-4,-3,-3,5,2,"local",13.3386785268784,"Malaysia"
"shuffle","2026-06-22_shuffle_g4","55HEV","55HEV_shuffle_5.0_ 2x 2_local",2020,FALSE,5.20923573875826,-0.244425315748511,1.007895232958,-4.48185747712584,18.4810757926567,1.007895232958,1.5617406461552,0.977749797822415,4.70655867215188,-1.08039306573934,-18.6694673581818,0.778645220535408,0,1,1,0,-3,5,2,"local",20.5026769161224,"Australia"
