"tile","band","increment","decrease","mean_height","average_difference","avg_abs_diff","avg_difference_percent","avg_abs_diff_perc","correlation","std_dev","out_name","year"
"55HEV","",NA,NA,9.66943083334688,0,0,0,0,1,0,"55HEV_original","2020"
"49UCP","",NA,NA,4.29406491398022,0,0,0,0,1,0,"49UCP_original","2020"
"49NHC","",NA,NA,39.625821058167,0,0,0,0,1,0,"49NHC_original","2020"
"35VML","",NA,NA,2.64624089251602,0,0,0,0,1,0,"35VML_original","2020"
"34UFD","",NA,NA,4.50375781917074,0,0,0,0,1,0,"34UFD_original","2020"
"33NTG","",NA,NA,22.3491361078083,0,0,0,0,1,0,"33NTG_original","2020"
"32UQU","",NA,NA,8.71016830927126,0,0,0,0,1,0,"32UQU_original","2020"
"32TMT","",NA,NA,17.0259629526796,0,0,0,0,1,0,"32TMT_original","2020"
"20MMD","",NA,NA,34.2961177556394,0,0,0,0,1,0,"20MMD_original","2020"
"17SNB","",NA,NA,17.5016629072272,0,0,0,0,1,0,"17SNB_original","2020"
"10TES","",NA,NA,19.6732533874794,0,0,0,0,1,0,"10TES_original","2020"
"10TES","",NA,NA,22.8889126386002,3.21565925112081,3.29110467452156,23.6148300913663,24.3248636900965,0.949924896125615,2.48421441393487,"10TES_shuffle10","2020"
"17SNB","",NA,NA,19.8250612684263,2.32339836119915,3.27108781696714,15.7400921547858,20.3863118574523,0.759061659149319,3.86860739623484,"17SNB_shuffle10","2020"
"20MMD","",NA,NA,31.4034017414252,-2.89271601421423,3.1234734359902,-9.06459183953471,10.3921879749624,0.793904877288402,3.00964691064244,"20MMD_shuffle10","2020"
"32TMT","",NA,NA,18.3184008693454,1.29243791666585,3.51272792614797,23.0378176304699,31.8086408845162,0.949147077301268,4.08718634864915,"32TMT_shuffle10","2020"
"32UQU","",NA,NA,11.7416870024236,3.03151869315236,3.59861509931164,57.7159046490682,62.6775878515142,0.908262629382647,3.24239723143083,"32UQU_shuffle10","2020"
"33NTG","",NA,NA,22.1024627980312,-0.246673309777134,3.22363425824894,32.0500037755202,46.3288730406983,0.967954926267942,4.23682824203633,"33NTG_shuffle10","2020"
"34UFD","",NA,NA,6.13136102908987,1.62760320991913,2.24570724696891,61.7220922600189,69.4161173363149,0.828906820199442,2.24365030336732,"34UFD_shuffle10","2020"
"35VML","",NA,NA,6.39996053761494,3.75371964509892,3.76659715395001,91.1431131978108,91.6980850582266,0.618956558675253,1.71561810307481,"35VML_shuffle10","2020"
"49NHC","",NA,NA,33.8985220684809,-5.72729898968613,6.24820123242007,-17.0248590622614,18.7751008613541,0.742571714407418,5.58322882793631,"49NHC_shuffle10","2020"
"49UCP","",NA,NA,4.24294050351818,-0.0511244104620392,2.31159120772215,-6.35239572152706,62.7434009820432,0.730898316839361,3.54877628237828,"49UCP_shuffle10","2020"
"55HEV","",NA,NA,10.0286821501002,0.359251316753276,3.89454175891048,41.9261981782813,63.7295971331078,0.911502693525483,4.49921230705187,"55HEV_shuffle10","2020"
"10TES","",NA,NA,23.0709403232414,3.39768693576205,3.76615860312999,25.6186828524482,27.2945759520637,0.90149197921961,3.45376545888593,"10TES_shuffle20","2020"
