"tile","band","increment","decrease","average_difference","avg_abs_diff","avg_difference_percent","avg_abs_diff_perc","correlation","std_dev","out_name","year"
"34UFD","B05",0,"True",0,0,0,0,1,0,"34UFD_original","2020"
"34UFD","B05",0.05,"False",0.365144523392895,1.03145133931702,2.89341773339036,26.9066414864009,0.955119110517177,1.57348807925069,"34UFD_B05_05_I","2020"
"34UFD","B05",0.05,"True",-0.302819302865861,0.740493508224828,0.114615197687322,25.2550436068441,0.967848790930243,1.12410677342259,"34UFD_B05_05_D","2020"
"34UFD","B05",0.1,"False",-0.0415778804956654,0.923871947501876,5.52438340711261,33.4353055857767,0.94457565872885,1.39166066672307,"34UFD_B05_10_I","2020"
"34UFD","B05",0.1,"True",0.376705720973909,1.01147299355602,16.1175302000955,33.2588125445301,0.945390607623371,1.44927840277652,"34UFD_B05_10_D","2020"
"34UFD","B05",0.15,"False",-0.456211776422442,1.15162503218496,4.50258238750586,34.2876148201142,0.940254549968326,1.64105820150352,"34UFD_B05_15_I","2020"
"34UFD","B05",0.15,"True",0.2670932364401,0.96235403769723,17.7907117661428,32.1474720949592,0.943346839861444,1.40620623880564,"34UFD_B05_15_D","2020"
"34UFD","B05",0.2,"False",-1.21584340409605,1.69004875971136,-5.82661678758097,41.1889408353172,0.864490468416637,2.45130465185709,"34UFD_B05_20_I","2020"
"34UFD","B05",0.2,"True",-1.30034901186139,1.78126824933441,-2.51567918480702,46.2325942819502,0.867798585495196,2.53382172892586,"34UFD_B05_20_D","2020"
"34UFD","B05",0.25,"False",-0.754489116780763,1.24194385009211,1.79110346766387,40.8437054175539,0.933804838836723,1.68005878785877,"34UFD_B05_25_I","2020"
"34UFD","B05",0.25,"True",-1.23875821304646,1.80595612345925,2.6793436263344,51.9804126591456,0.874786311703516,2.46302951775351,"34UFD_B05_25_D","2020"
