"","X","mode","run","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","band","increment","decrease","colour","time_min","location","abs_increment","model_ID","Location"
"252",252,"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B8A_D_15",2020,FALSE,39.3398959680401,-0.763805614151217,1.47417780259957,-1.90457634586628,3.67591455262125,1.47417780259957,1.97294259274994,0.959753765473586,6.31631198385629,-0.148798266087397,-2.30155806064859,"B8A",15,"True","NIR2",6.36833042701085,"Malaysia",15,2,NA
"253",253,"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B11_D_15",2020,FALSE,16.0911708238167,0.0992883163609157,0.558833676232324,0.620866969943191,3.49448337912553,0.558833676232324,0.844772087461712,0.996980443994983,9.37675282692997,-0.388343965251279,-3.97685730634252,"B11",15,"True","SWIR1",20.5145543813705,"Switzerland",15,2,NA
"254",254,"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B11_D_15",2020,FALSE,23.3506607265257,1.07066830184077,1.52242859386787,4.80551465831975,6.83316477334663,1.52242859386787,1.96433507175945,0.995813624278767,14.8626093652201,-0.868712441497275,-5.52218340054761,"B11",15,"True","SWIR1",9.94052777687708,"Cameroon",15,2,NA
"255",255,"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B11_D_15",2020,FALSE,3.74825699246269,1.06858875611258,1.07707473156577,39.8776513307507,40.1943314084587,1.07707473156577,1.28203930442521,0.941880685678332,2.0804884113194,0.235949877725686,12.7918107119175,"B11",15,"True","SWIR1",8.09326493342718,"Finland",15,2,NA
"256",256,"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B11_D_15",2020,FALSE,40.3036213216446,0.199919739453321,0.708689456447793,0.498506949648006,1.76714225492466,0.708689456447793,1.04006490959258,0.987864424148322,6.56953390030948,0.104423650365795,1.61518746515892,"B11",15,"True","SWIR1",6.06528179645538,"Malaysia",15,2,NA
"257",257,"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B12_D_15",2020,FALSE,16.5800299742394,0.588147466783681,1.41666788802384,3.67778756822078,8.85866868621226,1.41666788802384,1.72616755148566,0.989696563384773,8.84056029035314,-0.924536501828106,-9.46776587579109,"B12",15,"True","SWIR2",22.7669805804888,"Switzerland",15,2,NA
"258",258,"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B12_D_15",2020,FALSE,22.0402243679599,-0.23976805672504,0.242014309405573,-1.07615860972821,1.08624053721596,0.242014309405573,0.491953121446122,0.999648027199084,15.6240437809356,-0.107278025781749,-0.681939045553951,"B12",15,"True","SWIR2",9.7113888502121,"Cameroon",15,2,NA
"259",259,"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B12_D_15",2020,FALSE,5.92122445054907,3.24155621419896,3.28096803917596,120.968565071853,122.439337626544,3.28096803917596,4.25975724533691,0.85507624150883,4.17012467927676,2.32558614568304,126.079564255679,"B12",15,"True","SWIR2",8.56799257198969,"Finland",15,2,NA
"260",260,"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B12_D_15",2020,FALSE,40.0117437590066,-0.0919578231846785,0.0925570511035737,-0.229300088412571,0.230794284447486,0.0925570511035737,0.304231903493981,0.998993822891535,6.4529973616536,-0.0121128882900781,-0.187357799353593,"B12",15,"True","SWIR2",5.65425681670507,"Malaysia",15,2,NA
"261",261,"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B02_D_20",2020,FALSE,16.9831972350134,0.991314727557608,1.45777698290746,6.19886199823839,9.11573094804702,1.45777698290746,1.81999010504499,0.990050252100395,9.00345124228598,-0.761645549895263,-7.79967230335188,"B02",20,"True","Blue",22.6201597690582,"Switzerland",20,2,NA
"262",262,"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B02_D_20",2020,FALSE,25.9295443423041,3.64955191761916,3.74338468325506,16.3804001727383,16.8015527649265,3.74338468325506,4.32555631897103,0.990058426771129,16.2785582897855,0.547236483068122,3.47864273448686,"B02",20,"True","Blue",9.49042932987213,"Cameroon",20,2,NA
"263",263,"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B02_D_20",2020,FALSE,3.9795883175769,1.29992008122679,1.36734023182575,48.5104858725857,51.0264745940398,1.36734023182575,1.67344786530794,0.848796851927249,1.96505941034172,0.120520876748001,6.53393109186991,"B02",20,"True","Blue",8.98559281428655,"Finland",20,2,NA
"264",264,"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B02_D_20",2020,FALSE,41.3195375652028,1.2158359830115,2.01372530705998,3.03173007738371,5.0212953608108,2.01372530705998,2.99963788070416,0.905769825961173,5.73968850461733,-0.725421745326353,-11.2205626397891,"B02",20,"True","Blue",7.09573903083801,"Malaysia",20,2,NA
"265",265,"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B03_D_20",2020,FALSE,16.1055745735492,0.113692066093446,1.01740384169005,0.710936101740618,6.36200172941315,1.01740384169005,1.40881897675472,0.99231005657161,8.97522940779542,-0.789867384385825,-8.0886795204965,"B03",20,"True","Green",22.2319118102392,"Switzerland",20,2,NA
"266",266,"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B03_D_20",2020,FALSE,18.709707161508,-3.5702852631769,8.60345062967218,-16.0246251216012,38.6151416287739,8.60345062967218,9.38089771031046,0.945985556035448,7.86434349641802,-7.86697831029937,-50.0083744198794,"B03",20,"True","Green",8.21246806383133,"Cameroon",20,2,NA
"267",267,"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B03_D_20",2020,FALSE,8.01396563247719,5.33429739612707,5.43774920639949,199.065590425206,202.926210515002,5.43774920639949,6.42877892922771,0.310011677933967,3.70218554929123,1.85764701569751,100.710664584396,"B03",20,"True","Green",9.03934016625086,"Finland",20,2,NA
"268",268,"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B03_D_20",2020,FALSE,34.0476696581223,-6.05603192406907,6.10846863134047,-15.1009300516996,15.2316828381075,6.10846863134047,6.7425639667716,0.904500867239503,6.9360753362544,0.47096508631072,7.28471856013318,"B03",20,"True","Green",6.04072668552399,"Malaysia",20,2,NA
"269",269,"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B04_D_20",2020,FALSE,16.2720581907918,0.280175683335997,1.22966905430136,1.75198687962704,7.68933272069791,1.22966905430136,1.56203742445081,0.993295797730721,10.7423000721949,0.97720328001361,10.0071028563285,"B04",20,"True","Red",20.5246788581212,"Switzerland",20,2,NA
"270",270,"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B04_D_20",2020,FALSE,25.6089827210869,3.32899029640194,3.35376330108984,14.9416132328376,15.0528026992239,3.35376330108984,4.21573186422259,0.987036719583317,16.0892140926252,0.357892285907791,2.27502997081255,"B04",20,"True","Red",8.11942974726359,"Cameroon",20,2,NA
"271",271,"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B04_D_20",2020,FALSE,2.83467204282716,0.155003806477048,0.6976637700307,5.78444019205056,26.0354532164386,0.6976637700307,0.990302704527994,0.847972369274528,1.53556800016241,-0.308970533431312,-16.7505599804057,"B04",20,"True","Red",8.0733183781306,"Finland",20,2,NA
"272",272,"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B04_D_20",2020,FALSE,34.5371621535661,-5.56653942862523,5.77003565180044,-13.8803631809816,14.3877882194364,5.77003565180044,6.2808320911225,0.896952453817174,5.25848857482292,-1.20662167512077,-18.6635900776987,"B04",20,"True","Red",6.08857956727346,"Malaysia",20,2,NA
"273",273,"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B05_D_20",2020,FALSE,15.5401446169898,-0.451737890465962,2.90392567021827,-2.82479495616199,18.1587481577881,2.90392567021827,3.78665344704641,0.96291361590156,12.0849085474676,2.3198117552864,23.7561573085874,"B05",20,"True","RedEdge",20.433012676239,"Switzerland",20,2,NA
"274",274,"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B05_D_20",2020,FALSE,13.9856495201699,-8.294342904515,9.80812755675051,-37.2277635755628,44.0221314702229,9.80812755675051,11.5247677899389,0.938817267319832,8.88086608554371,-6.85045572117368,-43.54659961408,"B05",20,"True","RedEdge",8.47735372384389,"Cameroon",20,2,NA
"275",275,"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B05_D_20",2020,FALSE,3.21570603110312,0.536037794753008,1.30555924107244,20.0038865812406,48.720928335916,1.30555924107244,1.6089691614443,0.583369709543036,0.837297063535658,-1.00724147005806,-54.6066916854076,"B05",20,"True","RedEdge",7.53678131103516,"Finland",20,2,NA
"276",276,"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B05_D_20",2020,FALSE,26.7701789026469,-13.3335226795444,13.3376913696064,-33.247610952365,33.2580057286512,13.3376913696064,13.9597500931131,0.800138541763742,6.60612991190717,0.141019661963482,2.18124140983846,"B05",20,"True","RedEdge",6.45108732779821,"Malaysia",20,2,NA
"277",277,"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B08_D_20",2020,FALSE,17.312945858363,1.32106335090724,2.16974054104818,8.2608370233544,13.5677618944274,2.16974054104818,2.81531175642632,0.974591007041425,10.6987028902263,0.933606098045049,9.56064356466566,"B08",20,"True","NIR",20.1713516831398,"Switzerland",20,2,NA
"278",278,"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B08_D_20",2020,FALSE,17.3849378475628,-4.89505457712215,12.9235908833242,-21.9706294500294,58.0053647998804,12.9235908833242,13.8996846221775,0.817816185540713,3.52285163087941,-12.208470175838,-77.6061307869557,"B08",20,"True","NIR",7.81782064040502,"Cameroon",20,2,NA
"279",279,"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B08_D_20",2020,FALSE,7.22256540140429,4.54289716505418,4.67443619243112,169.532075031867,174.440855364917,4.67443619243112,5.44148386953403,0.121764965796172,2.59524459190241,0.750706058308696,40.6988547344736,"B08",20,"True","NIR",7.74865062236786,"Finland",20,2,NA
"280",280,"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B08_D_20",2020,FALSE,32.1231969957572,-7.98050458643411,8.03540560189891,-19.8996707824546,20.0365684086059,8.03540560189891,8.29799461234043,0.947745915450971,5.17114727748668,-1.293962972457,-20.0145538503118,"B08",20,"True","NIR",5.83766028086344,"Malaysia",20,2,NA
"281",281,"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B8A_D_20",2020,FALSE,17.0292204456614,1.03733793820561,1.28690725861461,6.48665307365772,8.04725308614937,1.28690725861461,1.70604003681731,0.991597699652241,9.19437946698222,-0.570717325199031,-5.84446152808229,"B8A",20,"True","NIR2",20.9989305615425,"Switzerland",20,2,NA
