"mode","run","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","wasserstein","q05_shift","q25_shift","q50_shift","q75_shift","q95_shift","shuffle_percentage","patch_size","shuffle_type","time_min"
"shuffle","2026-06-22_shuffle_g5","49UCP","49UCP_original","2020",TRUE,2.4560742805924,0,0,0,0,0,0,1,3.82757996727561,0,0,0,0,0,0,0,0,0,1,"local",14.382293287913
"shuffle","2026-06-22_shuffle_g5","35VML","35VML_original","2020",TRUE,2.67966823635012,0,0,0,0,0,0,1,1.84453853359372,0,0,0,0,0,0,0,0,0,1,"local",14.7581133524577
"shuffle","2026-06-22_shuffle_g5","20MMD","20MMD_original","2020",TRUE,31.1457616164047,0,0,0,0,0,0,1,5.18768663824733,0,0,0,0,0,0,0,0,0,1,"local",7.30739106337229
"shuffle","2026-06-22_shuffle_g5","20MMD","20MMD_shuffle_2.5_ 1x 1_local","2020",FALSE,30.8049504102299,-0.34081445981078,0.528531731209672,-1.09425618934988,1.69696179694103,0.528531731209672,0.856333436082217,0.988533121393502,5.06905927610953,-0.11862193982105,-2.28660811803122,0.36702742235448,0,-1,0,0,-1,2.5,1,"local",13.7163603981336
"shuffle","2026-06-22_shuffle_g5","35VML","35VML_shuffle_2.5_ 1x 1_local","2020",FALSE,3.14500990521769,0.465341668867575,0.547527564329869,17.3656448419675,20.4326624058371,0.547527564329869,0.891838515821719,0.915110664214468,1.84829749082585,0.0037589572321346,0.203788490382525,0.465359477704347,1,1,1,0,0,2.5,1,"local",22.1222653667132
"shuffle","2026-06-22_shuffle_g5","49UCP","49UCP_shuffle_2.5_ 1x 1_local","2020",FALSE,2.78169052412149,0.325616423326723,0.653211455567949,13.2575976930564,26.5957552077348,0.653211455567949,1.21755685610984,0.951923234456981,3.68351973522007,-0.144060083635921,-3.76373819629393,0.42188555071083,0,0,0,1,0,2.5,1,"local",21.621829466025
"shuffle","2026-06-22_shuffle_g5","20MMD","20MMD_shuffle_5.0_ 1x 1_local","2020",FALSE,30.5130944139067,-0.632675776837566,0.865885676211494,-2.03133771604589,2.7801068039371,0.865885676211494,1.23262796212972,0.979205797028569,4.97253883555756,-0.215133798947591,-4.14701956165575,0.671840951304084,0,-1,-1,0,-1,5,1,"local",11.8074477831523
"shuffle","2026-06-22_shuffle_g5","35VML","35VML_shuffle_5.0_ 1x 1_local","2020",FALSE,3.58361962240513,0.903951386055017,0.975730244833502,33.733705306977,36.4123525292262,0.975730244833502,1.3342238823046,0.857142996017008,1.82673455659137,-0.0178039770023521,-0.965226623250023,0.903951866875129,1,1,2,1,1,5,1,"local",22.4910345514615
"shuffle","2026-06-22_shuffle_g5","49UCP","49UCP_shuffle_5.0_ 1x 1_local","2020",FALSE,3.10690854186296,0.650834453900901,1.12569346585866,26.498974810688,45.8330419011385,1.12569346585866,1.76624698861904,0.903532609904665,3.53458746336211,-0.292992414419147,-7.6547694306771,0.829231453849558,0,1,1,1,0,5,1,"local",22.1327003041903
"shuffle","2026-06-22_shuffle_g5","20MMD","20MMD_shuffle_10.0_ 1x 1_local","2020",FALSE,30.0427838792255,-1.10299227308987,1.38790927243384,-3.54138637514054,4.45617173142968,1.38790927243384,1.81121462444829,0.961610514121753,4.79536892649286,-0.392294023428597,-7.5620568879583,1.15666714799811,0,-2,-1,-1,-2,10,1,"local",11.4412189324697
"shuffle","2026-06-22_shuffle_g5","35VML","35VML_shuffle_10.0_ 1x 1_local","2020",FALSE,4.34933141086663,1.66966317451651,1.72126351163428,62.3085780495986,64.2342021405886,1.72126351163428,2.08082490788001,0.759355511571346,1.71938394702023,-0.125154586573485,-6.78514350847665,1.66966317451649,2,2,2,2,1,10,1,"local",24.8857319156329
"shuffle","2026-06-22_shuffle_g5","49UCP","49UCP_shuffle_10.0_ 1x 1_local","2020",FALSE,3.66519020296231,1.20911617012184,1.85125799302339,49.2296304571685,75.374682044189,1.85125799302339,2.54079452511447,0.813242754296852,3.29311155219051,-0.534468347982601,-13.9636104776919,1.50590537273693,0,1,2,2,0,10,1,"local",23.6977855364482
"shuffle","2026-06-22_shuffle_g5","20MMD","20MMD_shuffle_15.0_ 1x 1_local","2020",FALSE,29.6733581054325,-1.47242207925848,1.79603366049153,-4.7275170842637,5.76653931878171,1.79603366049153,2.25417769464878,0.946021314481614,4.61373197038077,-0.573924494084484,-11.0632710168029,1.53953775605734,0,-2,-1,-1,-2,15,1,"local",11.9151283343633
"shuffle","2026-06-22_shuffle_g5","35VML","35VML_shuffle_15.0_ 1x 1_local","2020",FALSE,5.27083706002682,2.59126721621427,2.63659320999922,96.7045969037836,98.3961368309708,2.63659320999922,3.09224629313898,0.603096215073075,1.93860671899672,0.0941068127137865,5.10202317675537,2.59126721621428,2,3,3,3,2,15,1,"local",21.4983978748322
"shuffle","2026-06-22_shuffle_g5","49UCP","49UCP_shuffle_15.0_ 1x 1_local","2020",FALSE,3.72905940503563,1.31157247845885,2.31552801298453,54.253550000209,95.7824419867027,2.31552801298453,3.2364542003086,0.657938578260735,3.32737770514004,-0.435240286431448,-11.567485389333,1.56326274521655,0,1,2,2,0,15,1,"local",21.048911245664
"shuffle","2026-06-22_shuffle_g5","20MMD","20MMD_shuffle_20.0_ 1x 1_local","2020",FALSE,29.3665822238124,-1.77921220617625,2.13959185564839,-5.71252793110051,6.86960116062505,2.13959185564839,2.62405059137198,0.931499356572515,4.43301412319118,-0.754617800062571,-14.5464792264842,1.86063493658908,0,-2,-2,-2,-3,20,1,"local",14.6229341069857
"shuffle","2026-06-22_shuffle_g5","35VML","35VML_shuffle_20.0_ 1x 1_local","2020",FALSE,5.32700604595214,2.64733780960203,2.68683675548255,98.793491436383,100.267515173528,2.68683675548255,3.03768905849558,0.613427032149885,1.4431051386812,-0.401433394912518,-21.7633509737747,2.64733993630645,3,3,3,2,2,20,1,"local",24.0633009711901
"shuffle","2026-06-22_shuffle_g5","49UCP","49UCP_shuffle_20.0_ 1x 1_local","2020",FALSE,4.44493519617199,1.98886114218708,2.75655460453309,80.9772465516749,112.234181215369,2.75655460453309,3.43218438188718,0.687430946996961,2.94288601590867,-0.884693894927304,-23.1136623019343,2.41227327025939,1,2,3,3,-1,20,1,"local",24.0381241242091
"shuffle","2026-06-22_shuffle_g5","20MMD","20MMD_shuffle_25.0_ 1x 1_local","2020",FALSE,29.0929135606235,-2.0528870469504,2.44935171940705,-6.5912161733007,7.86414756283846,2.44935171940705,2.95823886694461,0.917092377845904,4.24813396054222,-0.93949014168517,-18.1102200770828,2.15332265217794,0,-2,-2,-2,-3,25,1,"local",12.5757385174433
"shuffle","2026-06-22_shuffle_g5","35VML","35VML_shuffle_25.0_ 1x 1_local","2020",FALSE,5.60085337060947,2.92118513425935,2.96032873559284,109.012940282421,110.473703253094,2.96032873559284,3.3121576371478,0.557511151541157,1.33207537640499,-0.512463157188729,-27.7827298186228,2.92118803767282,3,4,4,2,2,25,1,"local",24.9329299171766
"shuffle","2026-06-22_shuffle_g5","49UCP","49UCP_shuffle_25.0_ 1x 1_local","2020",FALSE,4.73270511337837,2.27663162751241,3.07051416216577,92.6939540129321,125.017194307733,3.07051416216577,3.72299502050678,0.644462192675912,2.8014466182566,-1.02613259248803,-26.8089185354416,2.72838750656438,1,3,3,4,-1,25,1,"local",25.4895525376002
"shuffle","2026-06-22_shuffle_g5","20MMD","20MMD_shuffle_30.0_ 1x 1_local","2020",FALSE,28.8402705021232,-2.30553458580756,2.73176225117157,-7.40239200527512,8.7708834093685,2.73176225117157,3.26286344145389,0.903116690418851,4.0776794056411,-1.1099363759429,-21.3958863315045,2.42460592243626,0,-2,-2,-3,-4,30,1,"local",13.396339571476
"shuffle","2026-06-22_shuffle_g5","35VML","35VML_shuffle_30.0_ 1x 1_local","2020",FALSE,5.7845100605457,3.10484182419558,3.14515977314427,115.866650284461,117.371237621124,3.14515977314427,3.50013638876691,0.509409988184415,1.242095014507,-0.602443519086722,-32.6609343266459,3.10484615157641,4,4,4,3,2,30,1,"local",26.341806836923
