"mode","run","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","wasserstein","q05_shift","q25_shift","q50_shift","q75_shift","q95_shift","shuffle_percentage","patch_size","shuffle_type","time_min"
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_original","2020",TRUE,9.43242963783114,0,0,0,0,0,0,1,8.55074166711972,0,0,0,0,0,0,0,0,0,1,"local",35.8492875973384
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_2.5_ 1x 1_local","2020",FALSE,9.70537916411561,0.272949526284476,1.22386132044911,2.89373509015899,12.9750379005267,1.22386132044911,1.63836793301273,0.987503306718147,7.55294783236555,-0.997793834754172,-11.6690910987406,1.02884988889561,1,1,1,0,-2,2.5,1,"local",56.4412390947342
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_5.0_ 1x 1_local","2020",FALSE,9.95078546125905,0.518355823427912,2.14361211382737,5.49546451265234,22.7259804327601,2.14361211382737,2.65668753592393,0.970743776046382,6.69629472317111,-1.85444694394861,-21.6875566604888,1.91936783270106,1,1,2,0,-4,5,1,"local",56.3426328341166
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_10.0_ 1x 1_local","2020",FALSE,10.1937626441038,0.761333006272631,3.40764180513978,8.07144113982163,36.1268722479792,3.40764180513978,4.0570342189014,0.931479866650247,5.47417089173888,-3.07657077538085,-35.9801628344267,3.16017365359297,2,3,3,-1,-7,10,1,"local",57.21736536026
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_15.0_ 1x 1_local","2020",FALSE,10.1859726253099,0.753542987478751,4.15919471198347,7.98885352355534,44.0946274892099,4.15919471198347,4.90738534401514,0.89277330418436,4.68846193109658,-3.86227973602314,-45.1689442434546,3.90235629900165,3,3,4,-2,-8,15,1,"local",58.6985695083936
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_20.0_ 1x 1_local","2020",FALSE,10.055887371187,0.623457733355838,4.62697780547805,6.60972577897962,49.0539339611969,4.62697780547805,5.45768761962944,0.859725078835601,4.13820548736175,-4.41253617975797,-51.6041339048466,4.34973150710841,3,4,4,-3,-10,20,1,"local",61.4369629939397
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_25.0_ 1x 1_local","2020",FALSE,10.0136774667026,0.581302002464023,4.97619654205331,6.16283782031305,52.7565570403746,4.97619654205331,5.85827239207104,0.829524482404296,3.75011664491898,-4.80084672930862,-56.1439281073084,4.68885482873992,4,4,4,-3,-10,25,1,"local",58.5531076510747
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_30.0_ 1x 1_local","2020",FALSE,10.0812520919854,0.648811023916235,5.12990069569768,6.87850599048638,54.3857168963769,5.12990069569768,6.01523683900006,0.820778098137962,3.56821893656032,-4.98253486221007,-58.2701242424564,4.86219952454729,4,4,4,-3,-11,30,1,"local",62.1573757608732
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_50.0_ 1x 1_local","2020",FALSE,8.99467355072005,-0.437756087111088,5.79171434860145,-4.64096848764561,61.4021473891766,5.79171434860145,7.01822866572805,0.745002842173124,2.30464305380753,-6.24609861331219,-73.047448472574,5.53020478422105,5,4,3,-5,-14,50,1,"local",70.4666901191076
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_65.0_ 1x 1_local","2020",FALSE,9.22107457080521,-0.211349691505447,6.29761549810226,-2.24067202267334,66.7656089566049,6.29761549810226,7.52318158352897,0.615482049510694,1.92602548640246,-6.62481919296964,-77.4756113738241,5.88659751737578,6,5,3,-5,-14,65,1,"local",51.1473124027252
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_80.0_ 1x 1_local","2020",FALSE,8.4165208510153,-1.0159075654032,6.60001030640526,-10.7703713248951,69.9714857620016,6.60001030640526,8.08321101928222,0.471710671469233,1.30229534756164,-7.24848606203592,-84.7698673936405,6.18227443453666,6,5,2,-7,-16,80,1,"local",70.888547039032
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_100.0_ 1x 1_local","2020",FALSE,8.21554432660067,-1.21686797662208,7.09793875188448,-12.9009201199391,75.2505141177866,7.09793875188448,8.68233375736605,0.0109341732812964,0.985079119511702,-7.56570874375298,-88.4796683619794,6.31577805341443,7,5,2,-7,-16,100,1,"local",69.9459899028142
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_2.5_ 2x 2_local","2020",FALSE,8.91163920699337,-0.520790430837769,0.763192861246193,-5.52127554441549,8.09115880584166,0.763192861246193,1.34007030106448,0.991155241860901,7.98837500775867,-0.562366659361054,-6.57681732478867,0.53344676651098,0,0,0,-1,-2,2.5,2,"local",36.017390648524
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_5.0_ 2x 2_local","2020",FALSE,8.47046444107603,-0.961965196755109,1.32061575163373,-10.1984879155303,14.000801514989,1.32061575163373,2.09500972064138,0.982292793694325,7.45208202184014,-1.09865964527958,-12.84870585559,0.990812317469074,0,0,0,-2,-3,5,2,"local",43.7612260619799
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_10.0_ 2x 2_local","2020",FALSE,7.77897823738365,-1.65345140044749,2.2084927719654,-17.5294326481473,23.4138271554943,2.2084927719654,3.32499431134871,0.963345914679533,6.48804298738622,-2.0626986797335,-24.1230382115884,1.74397764706816,0,-1,0,-3,-6,10,2,"local",45.4205231706301
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_15.0_ 2x 2_local","2020",FALSE,7.27873408373211,-2.15369555409903,2.89990110323817,-22.8328822667395,30.7439463063407,2.89990110323817,4.29566114141127,0.94305835647652,5.67119966022343,-2.87954200689629,-33.6759326734081,2.32945185775145,0,0,0,-4,-8,15,2,"local",46.1645759940147
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_20.0_ 2x 2_local","2020",FALSE,6.91847923763161,-2.51395040019953,3.44781510682726,-26.652204116283,36.5527784379003,3.44781510682726,5.06503161282433,0.92146790070829,4.99795930022735,-3.55278236689237,-41.549405948655,2.7933792370551,0,0,0,-5,-10,20,2,"local",43.5261817336082
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_25.0_ 2x 2_local","2020",FALSE,6.65855119617642,-2.77387844165472,3.89205951840415,-29.4078890398438,41.2625343399761,3.89205951840415,5.68161683092177,0.898660513387353,4.44101662133704,-4.10972504578268,-48.0627904078293,3.2292199152416,1,0,0,-6,-11,25,2,"local",47.0423774123192
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_30.0_ 2x 2_local","2020",FALSE,6.47344826444332,-2.95898137338782,4.25563437492409,-31.3702989261651,45.1170540181482,4.25563437492409,6.17791008057816,0.874881256208052,3.9795354427243,-4.57120622439542,-53.4597629346369,3.60976012872302,1,1,0,-6,-13,30,2,"local",45.5149647434553
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_50.0_ 2x 2_local","2020",FALSE,6.15112476943639,-3.28130486839475,5.27682998109955,-34.7874831234812,55.943486288363,5.27682998109955,7.47984852045335,0.764576477881691,2.68964996511666,-5.86109170200307,-68.5448342398274,4.73422375021155,1,2,0,-8,-16,50,2,"local",47.3275833527247
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_65.0_ 2x 2_local","2020",FALSE,6.10429340182369,-3.32813623600745,5.8355869362433,-35.2839762796546,61.8672723816376,5.8355869362433,8.11354368574921,0.649521556315194,2.02067389183883,-6.53006777528089,-76.3684371426054,5.33095843214621,2,2,0,-9,-17,65,2,"local",50.0112851937612
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_80.0_ 2x 2_local","2020",FALSE,6.09499814947034,-3.3374314883608,6.3271474500511,-35.3825219641733,67.0786604617169,6.3271474500511,8.63581191511961,0.461509188535034,1.51798056633435,-7.03276110078537,-82.2473812748727,5.76485413376185,3,2,0,-9,-18,80,2,"local",52.2095077037811
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_100.0_ 2x 2_local","2020",FALSE,6.07222346848082,-3.36020616935032,6.93093828843446,-35.6239728083776,73.4798832809331,6.93093828843446,9.26012295889284,0.00746228861639371,1.22474771023125,-7.32599395688847,-85.6767078469838,6.02185638851906,4,3,0,-9,-18,100,2,"local",51.0230813066165
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_2.5_ 4x 4_local","2020",FALSE,9.02762193201525,-0.404807705815889,0.555218396756189,-4.29165889764293,5.88627127977023,0.555218396756189,1.36980599334987,0.988738113186494,8.18068777738202,-0.370053889737706,-4.32774026094928,0.411081496177539,0,0,0,-1,-1,2.5,4,"local",35.4129007180532
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_5.0_ 4x 4_local","2020",FALSE,8.65107822937668,-0.781351408454457,1.00303392746131,-8.2836706814186,10.633887195282,1.00303392746131,2.03294737248234,0.977710135828647,7.81312172203313,-0.73761994508659,-8.62638556749959,0.795972807317623,0,0,0,-1,-2,5,4,"local",39.7376677274704
"shuffle","2026-06-22_shuffle_g3","32UQU","32UQU_shuffle_10.0_ 4x 4_local","2020",FALSE,7.97525945131726,-1.45717018651387,1.783880073498,-15.448513717712,18.9122012248392,1.783880073498,3.11916139715741,0.954554480260306,7.107960745617,-1.44278092150273,-16.8731670031697,1.49175522946023,0,-1,-1,-3,-4,10,4,"local",35.870872314771
